composer,composer_dob,opera
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La hija de Jefté (11.5.1876 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La muerte de Garcilaso (np)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Roger de Flor (25.1.1878 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Música clásica (20.9.1880 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La calandria (24.12.1880 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Los dos huérfanos (1880 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La serenata (5.11.1881 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La tempestad (11.3.1882 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El milagro de la Virgen (1884 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La flor de lis (13.12.1884 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El guerillero (1884 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El país del albanico (1884 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Los quintos de mi pueblo (1884 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Término medio (1885 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",¡Ya pican! ¡Ya pican! (1885 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)","El domingo gordo, o Las tres damas curiosas (1886 Madrid)"
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El figón de las desdichas (1887 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Playeras (1887 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El fantasma de los aires (1887? Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Los lobos marinos (17.5.1887 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La bruja (10.12.1887 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Ortografía (31.12.1888 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Nada entre dos platos (1889? Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Las hijas de Zebedeo (1889 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Las tentaciones de San Antonio (20.8.1889 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La leyenda del monje (6.12.1889 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Nocturno (1890 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Los nuestros (1890 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",¡Las doce y media... y sereno! (7.5.1890 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El mismo demonio (7.11.1891 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Los alojados (1891 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El rey que rabió (20.4.1891 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Los trabajadores (10.1.1891 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El fonógrafo ambulante ()
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El sombrero de plumas ()
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El moro Muza ()
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Las campanadas (13.5.1892 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La czarina (8.10.1892 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El organista (20.12.1892 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Via libre (25.4.1893 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El reclamo (25.11.1893 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El Duque de Gandia (10.3.1894 Madrid) [+ A. Llanos]
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El tambor de granaderos (16.11.1894 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Todo por ella ()
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Los mostenses ()
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Mujer y Reina (1895 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El cura del regimiento (1895 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El señor corregidor (1895 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El cortejo de la Irene (1896 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Los golfos (24.9.1896 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Las bravías (12.12.1896 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La gitanilla ()
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Las peluconas ()
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Viva el rey ()
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Los guerilleros ()
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La revoltosa (25.11.1897 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Pepe Gallardo (7.7.1898 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La chavala (23.10.1898 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Los hijos del batallón (1898 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Curro Vargas (10.12.1898 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La cara de Díos (26.11.1899 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El gatito negro (1900 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Los buenos mozos (1900 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",María de los Angeles (12.5.1900 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El estreno (19.7.1900 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El barquillero (21.7.1900 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Blasones y talegas (1901 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",¿Quo Vadis? (28.12.1901 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Circe (7.5.1902 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Plus ultra (6.1902 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El tío Juan (7.1902 Madrid) [+ Morera]
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La venta de Don Quijote (1902 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El puñao de rosas (1902 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El rey mago (1903)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El equipage del rey José ()
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La chica del maestro (1903)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La cuna (4.1904 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La puñalada (10.1904 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La tragedia de Pierrot (11.1904 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El género chico (1905) [+ J. Valverde]
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La leyenda dorada (1905)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Alma gitana (1905)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El amor en solfa (16.4.1905 Madrid) [+ J. Serrano]
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El alma del pueblo (21.4.1905 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El seductor (30.5.1905 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La sobrasalienta (1905 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La cortijera ()
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La joroba (14.2.1906 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El maldito dinero (8.5.1906 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La fragua de Vulcano ()
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El rey del petróleo ()
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La pesadilla (22.12.1906 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El pino del norte (27.2.1907 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Los bárbaros del norte (1907) [+ J. & Q. Valverde]
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Ninón (13.5.1907 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La puerta del sol (7.1907 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Los veteranos (9.1907 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La patria chica (11.1907 Madrid)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La carabina de Ambrosio (1908)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El merendero de la alegría (24.4.1908 Madrid) [Donde hay faldas hay jaleo]
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",El diablo con faldas (1909)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Los madrileños ()
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Las calderas de Pedro Bolero ()
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Aquí hase farta un hombre ()
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Los majos de plante ()
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",La magia de la vida ()
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Entre rocas (1909)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Juan Francisco (1909)
"Chapí (y Lorente), Ruperto","(27.3.1851 Villena, c. Alicante - 25.3.1909 Madrid)",Margarita la Tornera (24.2.1909 Madrid)
"Chapuis, Auguste (Paul Jean-Baptiste)","(20.4.1858 Dampierre sur Salon, Haute-Saône - 6.12.1933 Paris)",Enguerrande (9.5.1892 Paris OC)
"Chapuis, Auguste (Paul Jean-Baptiste)","(20.4.1858 Dampierre sur Salon, Haute-Saône - 6.12.1933 Paris)",Tancrède (1898 Paris OC)
"Chapuis, Auguste (Paul Jean-Baptiste)","(20.4.1858 Dampierre sur Salon, Haute-Saône - 6.12.1933 Paris)",Les Demoiselles de Saint-Cyr (1921 Monte Carlo)
"Chapuis, Auguste (Paul Jean-Baptiste)","(20.4.1858 Dampierre sur Salon, Haute-Saône - 6.12.1933 Paris)",Yannel ()
"Charpentier, Gabriel","(13.9.1925 Richmond, Que.)",An English Lesson (1968)
"Charpentier, Gabriel","(13.9.1925 Richmond, Que.)",Orphée I (1969)
"Charpentier, Gabriel","(13.9.1925 Richmond, Que.)",A Tea Symphony or the Perils of Clara (1972)
"Charpentier, Gabriel","(13.9.1925 Richmond, Que.)",Orphée II (1972)
"Charpentier, Gustave","(25.6.1860 Dieuze, Moselle - 18.2.1956 Paris)",Louise (2.2.1900 Paris OC)
"Charpentier, Gustave","(25.6.1860 Dieuze, Moselle - 18.2.1956 Paris)","Julien, ou La Vie du poète (4.6.1913 Paris OC)"
"Charpentier, Gustave","(25.6.1860 Dieuze, Moselle - 18.2.1956 Paris)",L'Amour au faubourg (1913; np)
"Charpentier, Gustave","(25.6.1860 Dieuze, Moselle - 18.2.1956 Paris)",Orphée (1931) [+ Delmas?]
"Charpentier, Jacques",(18.10.1933 Paris),Beatris (23.7.1971 Aix-en-Provence) [Béatrix de Planissoles]
"Charpentier, Marc-Antoine",(c.1645-50 Paris - 24.2.1704 Paris),Petite pastorale (c.1675?; inc)
"Charpentier, Marc-Antoine",(c.1645-50 Paris - 24.2.1704 Paris),Les Amours d'Acis et de Galatée (1678) [lost]
"Charpentier, Marc-Antoine",(c.1645-50 Paris - 24.2.1704 Paris),Les Plaisirs de Versailles (c.1680)
"Charpentier, Marc-Antoine",(c.1645-50 Paris - 24.2.1704 Paris),Actéon (1683-5)
"Charpentier, Marc-Antoine",(c.1645-50 Paris - 24.2.1704 Paris),Actéo changéen biche (1683-5) [rev. Actéon]
"Charpentier, Marc-Antoine",(c.1645-50 Paris - 24.2.1704 Paris),Sur la Naissance de notre Seigneur Jésus Christ (1683-5)
"Charpentier, Marc-Antoine",(c.1645-50 Paris - 24.2.1704 Paris),Pastorale sur la naissance de notre Seigneur Jésus Chris (1683-5)
"Charpentier, Marc-Antoine",(c.1645-50 Paris - 24.2.1704 Paris),Il Faut rire et chanter: dispute de bergers (1684-5)
"Charpentier, Marc-Antoine",(c.1645-50 Paris - 24.2.1704 Paris),La Fête du Rueil (1685)
"Charpentier, Marc-Antoine",(c.1645-50 Paris - 24.2.1704 Paris),La Couronne de fleurs (1685)
"Charpentier, Marc-Antoine",(c.1645-50 Paris - 24.2.1704 Paris),Les Arts florissants (1685)
"Charpentier, Marc-Antoine",(c.1645-50 Paris - 24.2.1704 Paris),La Descente d'Orphée aux enfers (c.1685?)
"Charpentier, Marc-Antoine",(c.1645-50 Paris - 24.2.1704 Paris),Idyle sur le retour de la santé du roi (1686/7)
"Charpentier, Marc-Antoine",(c.1645-50 Paris - 24.2.1704 Paris),David et Jonathas (1688)
"Charpentier, Marc-Antoine",(c.1645-50 Paris - 24.2.1704 Paris),Médée (1693)
"Charpentier, Marc-Antoine",(c.1645-50 Paris - 24.2.1704 Paris),Le Retour du printemps () [lost]
"Charpentier, Marc-Antoine",(c.1645-50 Paris - 24.2.1704 Paris),Le Jugement de Pan () [lost]
"Charpentier, Marc-Antoine",(c.1645-50 Paris - 24.2.1704 Paris),Philomèle () [+ Duc de Chartres] [lost]
"Charpentier, Raymond (Louis Marie)",(14.8.1880 Chartres - 27.12.1960 Paris),"Gérard et Isabelle (1912 Paris) [+ J. Jourdan, A. Morhange]"
"Chartrain [Chartrin], Nicolas-Joseph",(c.1740 Liège - 1793 Paris),Le Lord supposé (22.2.1776 Paris CI)
"Chartrain [Chartrin], Nicolas-Joseph",(c.1740 Liège - 1793 Paris),L'Avocat Patelin (1791/3 Paris Mt)
"Chartrain [Chartrin], Nicolas-Joseph",(c.1740 Liège - 1793 Paris),Alcione (np)
"Chausson, (Amédée-)Ernest","(20.1.1855 Paris - 10.6.1899 Limay, c. Mantes, Yvelines)",Les Caprices de Marianne (1884)
"Chausson, (Amédée-)Ernest","(20.1.1855 Paris - 10.6.1899 Limay, c. Mantes, Yvelines)",Hélène (1884)
"Chausson, (Amédée-)Ernest","(20.1.1855 Paris - 10.6.1899 Limay, c. Mantes, Yvelines)",Le Roi Arthus (1895; 30.11.1903 Bruxelles)
"Chávez (y Ramírez), Carlos (Antonio de Padua)","(13.6.1899 Calzada de Tacube, c. México - 2.8.1978 México)","Panfilo and Lauretta (9.5.1957 New York, Columbia U)"
"Chávez (y Ramírez), Carlos (Antonio de Padua)","(13.6.1899 Calzada de Tacube, c. México - 2.8.1978 México)",El amor propiciado (28.10.1959 México) [rev. Panfilo and Lauretta] [The Visitors]
"Chelard [Chélard], Hippolyte-André(-Jean)-Baptiste",(1.2.1789 Paris - 12.2.1861 Weimar),La casa da vendere (1815 Napoli F)
"Chelard [Chélard], Hippolyte-André(-Jean)-Baptiste",(1.2.1789 Paris - 12.2.1861 Weimar),Macbeth (29.6.1827 Paris O)
"Chelard [Chélard], Hippolyte-André(-Jean)-Baptiste",(1.2.1789 Paris - 12.2.1861 Weimar),Macbeth [rev] (25.8.1827 München H)
"Chelard [Chélard], Hippolyte-André(-Jean)-Baptiste",(1.2.1789 Paris - 12.2.1861 Weimar),La table et le logement (24.12.1829 Paris OC)
"Chelard [Chélard], Hippolyte-André(-Jean)-Baptiste",(1.2.1789 Paris - 12.2.1861 Weimar),Mitternacht (19.6.1831 München H)
"Chelard [Chélard], Hippolyte-André(-Jean)-Baptiste",(1.2.1789 Paris - 12.2.1861 Weimar),Der Student (19.2.1832 München H) [rev. La table et le logement]
"Chelard [Chélard], Hippolyte-André(-Jean)-Baptiste",(1.2.1789 Paris - 12.2.1861 Weimar),Die Hermannsschlacht (12.9.1835 München H)
"Chelard [Chélard], Hippolyte-André(-Jean)-Baptiste",(1.2.1789 Paris - 12.2.1861 Weimar),Der Scheibentoni (1842 Weimar)
"Chelard [Chélard], Hippolyte-André(-Jean)-Baptiste",(1.2.1789 Paris - 12.2.1861 Weimar),"Die Seekadetten, oder Die Emancipation der Frauen (4?.1844 Weimar) [Nieder mit den Männern]"
"Chelard [Chélard], Hippolyte-André(-Jean)-Baptiste",(1.2.1789 Paris - 12.2.1861 Weimar),Le aquile romane (10.3.1864 Milano S)
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),La Griselda (1707 Piacenza) [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),Alessandro il grande (1708 Cremona) [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),Zenobia in Palmira (1709 Barcelona) [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),L'innocenza giustificata (1711 Milano T Provvisorio) [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),Atalanta (carn.1713 Ferrara) [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),La caccia in Etolia (28.5.1715 Ferrara) [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),Ircano innamorato (28.5.1715 Ferrara) [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),Alessandro fra gli Amazzoni (aut.1715 Venezia SA) [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),Penelope la casta (carn.1716 Venezia SA) [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),Alessandro severo (carn.1718 Firenze Infuocati) [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),"Amalassunta, regina di Goti (26.12.1718 Venezia SA) [lost]"
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),La pace per amore (carn.1719 Venezia SM) [+ G.M. Buini] [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),Tamerlano (carn.1720 Treviso) [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),Arsacide (28.12.1720 Venezia SM) [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),Petronio e Dorise (28.12.1720 Venezia SM) [?] [intermezzo: Arsacide] [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),Il Temistocle (6.1721 Padova) [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),L'innocenza difesa dai numi (carn.1722 Venezia SA) [rev. L'innocenza giustificata] [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),L'amor tirannico (5.1722 Venezai SS) [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),L'amore della patria superiore ad ogni altro (1722 Venezia) [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),Zenobia e Radamisto (1722 Venezia) [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),Pastorale serenata (1722 Würzburg) [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),Il nemico amante (carn.1724 Venezia SM) [rev. La pace per amore] [lost]
"Chelleri [Kelleri, Keller, Cheler], Fortunato",(5.1690 Parma - 11.12.1757 Kassel),"Judith Gemahlin Kayser Ludewige des Frommen, oder Die siegende Unschuld (1732 Hamburg) [rev. L'innocenza giustificata] [+ Handel, Telemann]"
"Chemin-Petit, Hans (Helmuth)",(24.6.1902 Potsdam - 12.4.1981 Berlin),Der gefangene Vogel (1929 Duisburg)
"Chemin-Petit, Hans (Helmuth)",(24.6.1902 Potsdam - 12.4.1981 Berlin),Lady Monika (1929)
"Chemin-Petit, Hans (Helmuth)",(24.6.1902 Potsdam - 12.4.1981 Berlin),König Nicolo (1962 Aachen)
"Chemin-Petit, Hans (Helmuth)",(24.6.1902 Potsdam - 12.4.1981 Berlin),Die Komödiantin (1970 Coburg)
