,composer,year_birth,year_death,place_birth,place_death,clean_name,c_birth
10088,"Grädener, Hermann (Theodor Otto)",1844.0,1929.0,kiel,wien,"Grädener, Hermann",Germany
10090,"Graener, Paul",1872.0,1944.0,berlin,salzburg,"Graener, Paul",Germany
10099,"Graetz [Grätz; Graz], Joseph",1760.0,1826.0,vohlburg,münchen,"Graetz, Joseph",Germany
10100,"Gräfe, Johann Friedrich",1711.0,1787.0,braunschweig,braunschweig,"Gräfe, Johann Friedrich",Germany
10101,"Graffigna, Achille",1816.0,1896.0,st,padova,"Graffigna, Achille",USA
10111,"Grammann, Karl",1844.0,1897.0,lübeck,dresden,"Grammann, Karl",Germany
10119,"Granados (y Campiña), Eduardo",1894.0,1928.0,barcelona,madrid,"Granados, Eduardo",Spain
10126,"Granados (y Campiña), Enrique",1867.0,1916.0,lérida,at,"Granados, Enrique",Spain
10135,"Grandis, Renato de",1927.0,1927.0,venezia,venezia,"Grandis, Renato de",Italy
10138,"Grandjean, Axel Karl William",1847.0,1932.0,københavn,københavn,"Grandjean, Axel Karl William",Denmark
10141,"Grandval, Marie Félicie Clémence de Reiset",1830.0,1907.0,saint,paris,"Grandval, Marie Félicie Clémence de Reiset",USA
10147,"Granichstaedten, Bruno",1879.0,1944.0,wien,new,"Granichstaedten, Bruno",Austria
10153,"Granier [Garnier; Grenier], Louis",1740.0,1800.0,toulouse,toulouse,"Granier, Louis",France
10158,"Graun, Carl Heinrich",1704.0,1759.0,wahrenbrück,berlin,"Graun, Carl Heinrich",Germany
10194,"Graupner, (Johann) Christoph",1683.0,1760.0,kirchberg,darmstadt,"Graupner, Christoph",Austria
10204,"Gravitis, Olgerts",1926.0,1926.0,aluksne,aluksne,"Gravitis, Olgerts",Latvia
10205,"Gray, Cecil",1895.0,1951.0,edinburgh,worthing,"Gray, Cecil",UK
10208,"Greber, Jakob",,1731.0,,mannheim,"Greber, Jakob",Thailand
10215,"Grech, Alexander",1876.0,1960.0,korfu,korfu,"Grech, Alexander",Greece
10216,"Grech, Gaetano",1855.0,1938.0,senglea,paola,"Grech, Gaetano",Malta
10217,"Grechaninov [Gretchaninoff], Alexandr (Tikhonovich)",1864.0,1956.0,moskva,new,"Grechaninov, Alexandr",Russia
10223,"Greef, Arthur de",1862.0,1940.0,leuven,brussel,"Greef, Arthur de",Belgium
10224,"Greene, Maurice",1696.0,1755.0,london,london,"Greene, Maurice",UK
10227,"Gregh, Louis",1843.0,1915.0,philippeville,st,"Gregh, Louis",Belgium
10231,"Gregoir, Edouard (Georges Jacques)",1822.0,1890.0,turnhout,wijneghem,"Gregoir, Edouard",Belgium
10233,"Gregoir, Jacques (Mathieu Joseph)",1817.0,1876.0,antwerpen,bruxelles,"Gregoir, Jacques",Belgium
10234,"Grell, (August) Eduard",1800.0,1886.0,berlin,steglitz,"Grell, Eduard",Germany
10235,"Gresák, Jozef",1907.0,1987.0,bardejov,piest,"Gresák, Jozef",Slovakia
10238,"Gresnick [Gresnich, Gressenicht], Antoine-Frédéric",1755.0,1799.0,liège,paris,"Gresnick, Antoine-Frédéric",Belgium
10261,"Grétry, André-Ernest-Modeste",1741.0,1813.0,liège,montmorency,"Grétry, André-Ernest-Modeste",Belgium
10329,"Grétry, Lucille [Angélique-Dorothée-Lucie]",1772.0,1790.0,paris,paris,"Grétry, Lucille",France
10331,"Griebling-Long, Karen Jean",1957.0,1957.0,akron,akron,"Griebling-Long, Karen Jean",USA
10332,"Grieg, Edvard (Hagerup)",1843.0,1907.0,bergen,bergen,"Grieg, Edvard",Norway
10335,"Griesbach, John Henry",1798.0,1875.0,windsor,london,"Griesbach, John Henry",USA
10336,"Griesbach, Karl-Rudi",1916.0,1916.0,breckerfeld,breckerfeld,"Griesbach, Karl-Rudi",Germany
10340,"Griffini, Giacomo",,,,,"Griffini, Giacomo",Thailand
10345,"Griffis, Elliot",1893.0,1967.0,boston,los,"Griffis, Elliot",USA
10347,"Grillet, Laurent",1851.0,1901.0,sancoins,paris,"Grillet, Laurent",France
10349,"Grimani, Maria Margherita",,,,,"Grimani, Maria Margherita",Thailand
10350,"Grinblat, Romuald",1930.0,1930.0,tver,tver,"Grinblat, Romuald",Russia
10351,"Grisar, Albert",1808.0,1869.0,antwerpen,asnières,"Grisar, Albert",Belgium
10376,"Grisart, Charles Jean Baptiste",1837.0,1904.0,paris,compiègne,"Grisart, Charles Jean Baptiste",France
10384,"Grosheim, Georg Christoph",1764.0,1841.0,kassel,kassel,"Grosheim, Georg Christoph",Germany
10387,"Gross, Robert (Arthur)",1914.0,1914.0,colorado,colorado,"Gross, Robert",USA
10388,"Grossi, Carlo",1634.0,1688.0,vicenza,venezia,"Grossi, Carlo",Italy
10392,"Grossman, Ludwik",1835.0,1915.0,turek,wiesbaden,"Grossman, Ludwik",Poland
10396,"Grosz [Williams, Hugh], Wilhelm [Will]",1894.0,1939.0,wien,new,"Grosz, Wilhelm",Austria
10397,"Grothe, Franz (Johannes August)",1908.0,1982.0,berlin,köln,"Grothe, Franz",Germany
10399,"Grovlez, Gabriel (Marie)",1879.0,1944.0,lille,paris,"Grovlez, Gabriel",France
10403,"Grua [Pietragrua], Carlo Luigi Pietro",1665.0,,firenze,,"Grua, Carlo Luigi Pietro",Italy
10408,"Grua, Carlo (Alisio) Pietro",1700.0,1773.0,milano,mannheim,"Grua, Carlo Pietro",Italy
10410,"Grua, Franz Paul [Paolo; Francesca da Paula]",1753.0,1833.0,mannheim,münchen,"Grua, Franz Paul",Germany
10411,"Gruber, H(einz) K(arl)",1943.0,1943.0,wien,wien,"Gruber, H K",Austria
10413,"Gruenberg, Louis",1884.0,1964.0,brest,los,"Gruenberg, Louis",France
10425,"Grund, Friedrich Wilhelm",1791.0,1874.0,hamburg,hamburg,"Grund, Friedrich Wilhelm",Germany
10426,"Grunenwald, Jean-Jacques",1911.0,1982.0,cran,paris,"Grunenwald, Jean-Jacques",
10427,"Grünewald [Grunewald], Gottfried",1675.0,1739.0,eywau,darmstadt,"Grünewald, Gottfried",
10429,"Grünfeld, Alfred",1852.0,1924.0,praha,wien,"Grünfeld, Alfred",Czechia
10431,"Guarino, Carmine",1893.0,1965.0,rovigo,genova,"Guarino, Carmine",Italy
10437,"Guarino, Piero",1919.0,1919.0,alexandria,alexandria,"Guarino, Piero",Egypt
10438,"Guarnieri, Antonio",1880.0,1952.0,venezia,milano,"Guarnieri, Antonio",Italy
10440,"Guarnieri, (Mozart) Camargo",1907.0,1993.0,tietê,são,"Guarnieri, Camargo",Brazil
10442,"Guerrero (y Torre), Jacinto",1895.0,1951.0,ajofrín,madrid,"Guerrero, Jacinto",Spain
10449,"Guerrini, Guido",1890.0,1965.0,faenza,roma,"Guerrini, Guido",Italy
10454,"Guglielmi, Pietro [Pier, Piero] Alessandro",1728.0,1804.0,massa,roma,"Guglielmi, Pietro Alessandro",Italy
10581,"Guglielmi [Guglielmini], Pietro Carlo",1763.0,1817.0,roma,napoli,"Guglielmi, Pietro Carlo",Italy
10610,"Guhr, Karl (Wilhelm Ferdinand)",1787.0,1848.0,militsch,frankfurt,"Guhr, Karl",Poland
10615,"Gui, Vittorio",1885.0,1975.0,roma,firenze,"Gui, Vittorio",Italy
10617,"Guichard, Louis-Joseph",1752.0,1829.0,versailles,paris,"Guichard, Louis-Joseph",France
10618,"Guiraud, Ernest",1837.0,1892.0,new,paris,"Guiraud, Ernest",USA
10628,"Gulak-Artemovsky, Semyon Stepanovich",1813.0,1873.0,gorodishche,moskva,"Gulak-Artemovsky, Semyon Stepanovich",442310
10631,"Gumbert, Ferdinand",1818.0,1896.0,berlin,berlin,"Gumbert, Ferdinand",Germany
10634,"Gundry, Inglis",1905.0,2000.0,london,london,"Gundry, Inglis",UK
10650,"Gunsbourg, Raoul",1859.0,1955.0,bucuresti,monte,"Gunsbourg, Raoul",Romania
10656,"Gurecký [Guretzky; Kuretzky], Václav Matyás",1705.0,1743.0,prerov,,"Gurecký, Václav Matyás",Czechia
10659,"Guridi (Bidaola), Jesús",1886.0,1961.0,vitoria,madrid,"Guridi, Jesús",Spain
10668,"Gurlitt, Cornelius",1820.0,1901.0,altona,altona,"Gurlitt, Cornelius",Germany
10670,"Gurlitt, Manfred",1890.0,1973.0,berlin,tokyo,"Gurlitt, Manfred",Germany
10679,"Gustaf,",1827.0,1852.0,prince,christiania,"Gustaf,",USA
10680,"Gutiérrez (y) Espinosa, Felipe",1825.0,1899.0,san,san,"Gutiérrez Espinosa, Felipe",USA
10684,"Gyrowetz [Gyrowez; Gürowetz; Jirovec, Vojtech Matyás], Adalbert (Mathias)",1763.0,1850.0,ceske,wien,"Gyrowetz, Adalbert",Czechia
10712,"Haack, Friedrich Wilhelm",1760.0,1827.0,potsdam,stettin,"Haack, Friedrich Wilhelm",Germany
10713,"Haarklou, Johannes",1847.0,1925.0,førde,oslo,"Haarklou, Johannes",Norway
10715,"Haas, Joseph",1879.0,1960.0,maihingen,münchen,"Haas, Joseph",Germany
10718,"Haas, Pavel",1899.0,1944.0,brno,oswiecim,"Haas, Pavel",Czechia
10719,"Hába, Alois",1893.0,1973.0,vizovice,praha,"Hába, Alois",Czechia
10722,"Hába, Karel",1898.0,1972.0,vizovice,praha,"Hába, Karel",Czechia
10726,"Habermann, Franz [Frantisek, Franciscus] (Johann [Wenzel, Václav])",1706.0,1783.0,kynzvart,cheb,"Habermann, Franz",Czechia
10727,"Hadjidakis, Manos",1925.0,1925.0,xanthi,xanthi,"Hadjidakis, Manos",Greece
10728,"Hadjiev, Parashkev",1912.0,1992.0,sofia,sofia,"Hadjiev, Parashkev",Bulgaria
10746,"Haeffner, Johann Christian Friedrich",1759.0,1833.0,oberschönau,uppsala,"Haeffner, Johann Christian Friedrich",Germany
10750,"Haentjes, Werner",1923.0,1923.0,bocholt,bocholt,"Haentjes, Werner",Germany
10753,"Haeser, August Ferdinand",1779.0,1844.0,leipzig,weimar,"Haeser, August Ferdinand",Germany
10755,"Hageman, Richard",1882.0,1966.0,leeuwarden,beverly,"Hageman, Richard",Netherlands
10757,"Hagen, Daron Aric",1961.0,1961.0,milwaukee,milwaukee,"Hagen, Daron Aric",USA
10761,"Hagerup Bull, Edvard",1922.0,1922.0,bergen,bergen,"Hagerup Bull, Edvard",Norway
10763,"Hahn, Reynaldo",1874.0,1947.0,caracas,paris,"Hahn, Reynaldo",Venezuela
10779,"Haibel [Haibl, Heibel], (Johann Petrus) Jakob [Jacob]",1762.0,1826.0,graz,djakovar,"Haibel, Jakob",Austria
10785,"Haile, Eugen",1873.0,1933.0,ulm,woodstock,"Haile, Eugen",USA
10787,"Haindl [Heindl], Franz Sebastian",1727.0,1812.0,altötting,passau,"Haindl, Franz Sebastian",Germany
10788,"Hajdú, Mihály",1909.0,1990.0,orosháza,budapest,"Hajdú, Mihály",Hungary
10789,"Hajibeyov [Gadzhibekov], Sultan (Ismail)",1919.0,1974.0,shusha,baku,"Hajibeyov, Sultan",Shusha
10790,"Hajibeyov [Gadzhibekov], Uzeir (Abdul Huseyn)",1885.0,1948.0,agjabedi,baku,"Hajibeyov, Uzeir",Azerbaijan
10799,"Hajiyev, Akhmet [Akhmed] (Jevdet Ismail)",1917.0,1917.0,nukha,nukha,"Hajiyev, Akhmet",Azerbaijan
10800,"Halévy [Levy], Jacques-François-Fromental [Fromentin][-Elie]",1799.0,1862.0,paris,nice,"Halévy, Jacques-François-Fromental",France
10836,"Halffter (Jiménez), Cristobal",1930.0,1930.0,madrid,madrid,"Halffter, Cristobal",Spain
10837,"Halffter (Escriche), Ernesto",1905.0,1989.0,madrid,madrid,"Halffter, Ernesto",Spain
10838,"Halffter (Escriche), Rodolfo",1900.0,1987.0,madrid,méxico,"Halffter, Rodolfo",Spain
10839,"Hallberg, Björn Wilho",1938.0,1938.0,oslo,oslo,"Hallberg, Björn Wilho",Norway
10841,"Hallén, (Johannes) Andreas",1846.0,1925.0,göteborg,stockholm,"Hallén, Andreas",Sweden
10845,"Hallström, Ivar (Christian)",1826.0,1901.0,stockholm,stockholm,"Hallström, Ivar",Sweden
10859,"Hamal, Henri",1744.0,1820.0,liège,liège,"Hamal, Henri",Belgium
10861,"Hamal, Jean-Noël",1709.0,1778.0,liège,liège,"Hamal, Jean-Noël",Belgium
10865,"Hambraeus, Bengt",1928.0,2000.0,stockholm,apple,"Hambraeus, Bengt",Sweden
10868,"Hamerik [Hammerich], Asger",1843.0,1923.0,frederiksberg,frederiksberg,"Hamerik, Asger",Denmark
10872,"Hamerik [Hammerich], Ebbe",1898.0,1951.0,københavn,at,"Hamerik, Ebbe",Denmark
10877,"Hamilton, Iain (Ellis)",1922.0,2000.0,glasgow,london,"Hamilton, Iain",UK
10885,"Hamm, Charles (Edward)",1925.0,1925.0,charlottesville,charlottesville,"Hamm, Charles",USA
10886,"Handel [Händel, Hendel], George Frideric [Georg Friedrich]",1685.0,1759.0,halle,london,"Handel, George Frideric",Germany
10928,"Hanke [Hancke], Karl",1750.0,1803.0,rudoltice,flensburg,"Hanke, Karl",Czechia
10933,"Hannay, Roger D(urham)",1930.0,1930.0,plattsburg,plattsburg,"Hannay, Roger D",USA
10936,"Hansen, (Emil) Robert",1860.0,1926.0,københavn,århus,"Hansen, Robert",Denmark
10938,"Hanson, Howard (Harold)",1896.0,1981.0,wahoo,rochester,"Hanson, Howard",USA
10939,"Hanssens, Charles-Louis",1802.0,1871.0,ghent,bruxelles,"Hanssens, Charles-Louis",Belgium
10942,"Hanssens, Charles-Louis-Joseph",,,,,"Hanssens, Charles-Louis-Joseph",Thailand
10946,"Hanus, Jan",1915.0,2004.0,praha,praha,"Hanus, Jan",Czechia
10951,"Harasta, Milan",1919.0,1946.0,brno,brno,"Harasta, Milan",Czechia
10952,"Harbison, John (Harris)",1938.0,1938.0,orange,orange,"Harbison, John",France
10956,"Harling, William Franke",1887.0,1958.0,london,sierra,"Harling, William Franke",UK
10958,"Harman, Carter",1918.0,2007.0,brooklyn,stowe,"Harman, Carter",USA
10961,"Harper, Edward (James)",1941.0,1941.0,taunton,taunton,"Harper, Edward",USA
10964,"Harries, David",1933.0,1933.0,portsmouth,portsmouth,"Harries, David",UK
10965,"Harris, Donald",1931.0,1931.0,st,st,"Harris, Donald",USA
10966,"Harrison, Julius (Allan Greenway)",1885.0,1885.0,stourport,stourport,"Harrison, Julius",UK
10967,"Harrison, Lou",1917.0,2003.0,portland,lafayette,"Harrison, Lou",USA
10969,"Harriss, Charles (Albert Edwin)",1862.0,1929.0,london,ottawa,"Harriss, Charles",UK
10971,"Harsányi, Tibor",1898.0,1954.0,magyarkanizsa,paris,"Harsányi, Tibor",Serbia
10973,"Hart, Frederic Patton",1894.0,1985.0,aberdeen,,"Hart, Frederic Patton",UK
10976,"Hart, Fritz (Bennicke)",1874.0,1949.0,brockley,honolulu,"Hart, Fritz",UK
10998,"Hartig, Heinz (Friedrich)",1907.0,1969.0,kassel,berlin,"Hartig, Heinz",Germany
10999,"Hartmann, Emil [Wilhelm Emilius Zinn]",1836.0,1898.0,københavn,københavn,"Hartmann, Emil",Denmark
11004,"Hartmann, Johan Peter Emilius",1805.0,1900.0,københavn,københavn,"Hartmann, Johan Peter Emilius",Denmark
11009,"Hartmann, Johann Ernst [Joseph]",1726.0,1793.0,gross,københavn,"Hartmann, Johann Ernst",USA
11014,"Hartmann, Karl Amadeus",1905.0,1963.0,münchen,münchen,"Hartmann, Karl Amadeus",Germany
11017,"Hartmann, Thomas (Alexandrovich de)",1885.0,1956.0,khoruzhevka,princeton,"Hartmann, Thomas",305517
11018,"Hartog, Eduard de",1829.0,1909.0,amsterdam,den,"Hartog, Eduard de",Netherlands
11020,"Harvey, Jonathan ([David, Dean])",1939.0,2012.0,sutton,lewes,"Harvey, Jonathan",USA
11023,"Hasegawa, Yoshio",1907.0,1907.0,tokyo,tokyo,"Hasegawa, Yoshio",Japan
11024,"Häser, August Derdinand",1779.0,1844.0,leipzig,weimar,"Häser, August Derdinand",Germany
11025,"Hasse, Johann Adolf",1699.0,1783.0,bergedorf,venezia,"Hasse, Johann Adolf",Germany
11088,"Hatas, Heinrich Christoph",1756.0,,gotha,,"Hatas, Heinrich Christoph",Germany
11091,"Hatton, John Liptrot",1808.0,1886.0,liverpool,margate,"Hatton, John Liptrot",UK
11094,"Hatze, Josip",1879.0,1959.0,split,split,"Hatze, Josip",Croatia
11096,"Haubenstock-Ramati, Roman",1919.0,1919.0,kraków,kraków,"Haubenstock-Ramati, Roman",Poland
11098,"Haubiel [Pratt], Charles Trowbridge",1892.0,1978.0,delta,los,"Haubiel, Charles Trowbridge",USA
11099,"Hauer, Josef Matthias",1883.0,1959.0,wiener,wien,"Hauer, Josef Matthias",USA
11101,"Haug, Hans",1900.0,1967.0,basle,lausanne,"Haug, Hans",Switzerland
11111,"Hauptmann, Moritz",1792.0,1868.0,dresden,leipzig,"Hauptmann, Moritz",Germany
11113,"Hausegger, Siegmund von",1872.0,1948.0,graz,münchen,"Hausegger, Siegmund von",Austria
11115,"Hauser, Miska",1822.0,1887.0,bratislava,wien,"Hauser, Miska",Slovakia
11116,"Hauser, Moritz",1826.0,1857.0,dresden,königsberg,"Hauser, Moritz",Germany
11117,"Hawes, William",1785.0,1846.0,london,london,"Hawes, William",UK
11121,"Hawkins, Micah",1777.0,1825.0,head,new,"Hawkins, Micah",USA
11122,"Hayashi, Hikaru",1931.0,1931.0,tokyo,tokyo,"Hayashi, Hikaru",Japan
11126,"Haydn, (Franz) Joseph",1732.0,1809.0,rohrau,wien,"Haydn, Joseph",Austria
11148,"Haydn, (Johann) Michael",1737.0,1806.0,rohrau,salzburg,"Haydn, Michael",Austria
11159,"Hayes, Philip",1738.0,1797.0,oxford,london,"Hayes, Philip",UK
11160,"Hayes, William",1707.0,1777.0,gloucester,oxford,"Hayes, William",UK
11162,"Haym [Haim], Nicola Francesco",1678.0,1729.0,roma,london,"Haym, Nicola Francesco",Italy
11163,"Hays, Sorrel [Doris Ernestine]",1941.0,1941.0,memphis,memphis,"Hays, Sorrel",USA
11166,"Head, Michael (Dewar)",1900.0,1976.0,eastbourne,cape,"Head, Michael",UK
11168,"Healey, Derek",1936.0,1936.0,wargrave,wargrave,"Healey, Derek",UK
11170,"Hebenstreit, Michael",1812.0,1850.0,,,"Hebenstreit, Michael",Thailand
11182,Heckscher [,,,née,née,Heckscher,
11184,"Hedges, Anthony (John)",1931.0,1931.0,bicester,bicester,"Hedges, Anthony",UK
11185,"Hedwall, Lennart",1932.0,1932.0,göteborg,göteborg,"Hedwall, Lennart",Sweden
11187,"Heger, Robert",1886.0,1978.0,strasbourg,münchen,"Heger, Robert",France
11192,"Heggie, Jake [John] (Stephen)",1961.0,1961.0,west,west,"Heggie, Jake",USA
11200,"Heiden, Bernhard [Bernard]",1910.0,2000.0,frankfurt,bloomington,"Heiden, Bernhard",Germany
11201,"Heidingsfeld, Ludwig",1854.0,1920.0,jawor,gdansk,"Heidingsfeld, Ludwig",Poland
11203,"Heinemann, Alfred",1908.0,1908.0,bückeburg,bückeburg,"Heinemann, Alfred",Germany
11204,"Heinichen, Johann David",1683.0,1729.0,krössuln,dresden,"Heinichen, Johann David",Germany
11217,"Heininen, Paavo (Johannes)",1938.0,1938.0,helsinki,helsinki,"Heininen, Paavo",Finland
11218,"Heinisch, József [Joseph]",1800.0,1840.0,,pest,"Heinisch, József",Thailand
11219,"Heinze, Gustav Adolf",1820.0,1904.0,leipzig,muiderberg,"Heinze, Gustav Adolf",Germany
11221,"Heise, Peter (Arnold)",1830.0,1879.0,københavn,stockkerup,"Heise, Peter",Denmark
11223,"Helfman, Max",1901.0,1963.0,radzin,dallas,"Helfman, Max",Poland
11224,"Heller, Hans Ewald",1894.0,1966.0,wien,new,"Heller, Hans Ewald",Austria
11227,"Hellmann, Maximilian Joseph",1703.0,1763.0,,wien,"Hellmann, Maximilian Joseph",Thailand
11231,"Hellmesberger, Georg",,,,,"Hellmesberger, Georg",Thailand
11234,"Hellmesberger, Joseph [Pepi]",,,,,"Hellmesberger, Joseph",Thailand
11239,"Hellwig, Karl (Friedrich) Ludwig",1773.0,1838.0,kunersdorf,berlin,"Hellwig, Karl Ludwig",Poland
11241,"Helm, Everett (Burton)",1913.0,1999.0,minneapolis,berlin,"Helm, Everett",USA
11242,"Helmont, Adrien-Joseph van",1747.0,1830.0,bruxelles,bruxelles,"Helmont, Adrien-Joseph van",Belgium
11243,"Helmont, Charles-Joseph van",1715.0,1790.0,bruxelles,bruxelles,"Helmont, Charles-Joseph van",Belgium
11244,"Hemberg, (Bengt Sven) Eskil",1938.0,1938.0,stockholm,stockholm,"Hemberg, Eskil",Sweden
11247,"Hemel, Oscar van",1892.0,1981.0,antwerpen,hilversum,"Hemel, Oscar van",Belgium
11248,"Henderson, Alva",1940.0,1940.0,san,san,"Henderson, Alva",USA
11255,"Henneberg, (Carl) Albert (Theodor)",1901.0,1991.0,stockholm,sollentuna,"Henneberg, Albert",Sweden
11261,"Henneberg, Johann Baptist",1768.0,1822.0,wien,wien,"Henneberg, Johann Baptist",Austria
11264,"Henneberg, Richard",1853.0,1925.0,berlin,malmö,"Henneberg, Richard",Germany
11265,"Henning, Carl Wilhelm",1784.0,1867.0,öls,berlin,"Henning, Carl Wilhelm",Poland
11266,"Henrion, Paul",1819.0,1901.0,paris,paris,"Henrion, Paul",France
11271,"Henriques, Fini (Valdemar)",1867.0,1940.0,københavn,københavn,"Henriques, Fini",Denmark
11274,"Henry, Leigh Vaughan",1889.0,1958.0,liverpool,london,"Henry, Leigh Vaughan",UK
11275,"Henry, Pierre",1927.0,1927.0,paris,paris,"Henry, Pierre",France
11276,"Henschel,",,,sir,sir,"Henschel,",USA
11279,"Hentschel, Franz",1814.0,1889.0,berlin,berlin,"Hentschel, Franz",Germany
11280,"Hentschel, Theodor",1830.0,1892.0,schirgiswalde,hamburg,"Hentschel, Theodor",Germany
11285,"Henze, Hans Werner",1926.0,1926.0,gütersloh,gütersloh,"Henze, Hans Werner",Germany
11308,"Herbain,",1732.0,1769.0,chevalier,paris,"Herbain,",USA
11314,"Herberigs, Robert",1886.0,1974.0,ghent,oudenaarde,"Herberigs, Robert",Belgium
11316,"Herbert, Victor (August)",1859.0,1924.0,dublin,new,"Herbert, Victor",Ireland
11361,"Hercigonja, Nikola",1911.0,1911.0,vinkovci,vinkovci,"Hercigonja, Nikola",Croatia
11365,Héritte [,,,née,née,Héritte,
11366,"Hermann, Hans",1870.0,1931.0,leipzig,berlin,"Hermann, Hans",Germany
11367,"Hernandez, Juan de (Sahagun)",1881.0,1945.0,sampaluc,manila,"Hernandez, Juan de",Philippines
11368,"Hernández Moncada, Eduardo",1899.0,1899.0,jalapa,jalapa,"Hernández Moncada, Eduardo",Guatemala
11369,"Hernández Sales, Pablo",1834.0,1910.0,zaragoza,madrid,"Hernández Sales, Pablo",Spain
11371,"Hernando (y Palomar), Rafael (José Maria)",1822.0,1888.0,madrid,madrid,"Hernando, Rafael",Spain
11382,"Hernried, Robert (Franz Richard)",1883.0,1951.0,wien,detroit,"Hernried, Robert",Austria
11384,"Hérold, (Louis-Joseph) Ferdinand",1791.0,1833.0,paris,paris,"Hérold, Ferdinand",France
11406,"Herrando, Joseph [José]",1700.0,1765.0,,madrid,"Herrando, Joseph",Thailand
11407,"Herrera de la Fuente, Luis",1916.0,1916.0,méxico,méxico,"Herrera de la Fuente, Luis",Mexico
11408,"Herrmann, Bernard",1911.0,1975.0,new,los,"Herrmann, Bernard",USA
11409,"Herrmann, Gottfried",1808.0,1878.0,sondershausen,lübeck,"Herrmann, Gottfried",Germany
11410,"Herrmann, Hugo",1896.0,1967.0,ravensburg,stuttgart,"Herrmann, Hugo",Germany
11418,"Hertog, Johannes den",1904.0,1904.0,amsterdam,amsterdam,"Hertog, Johannes den",Netherlands
11419,"Hertz, Michal",1844.0,1918.0,warszawa,warszawa,"Hertz, Michal",Poland
11421,"Hervé [Ronger, Florimond]",1825.0,1892.0,houdain,paris,Hervé,France
11467,"Hervey, Arthur",1855.0,1922.0,paris,london,"Hervey, Arthur",France
11469,"Hess, Ernst",1912.0,1968.0,schaffhausen,egg,"Hess, Ernst",Switzerland
11471,"Hess, Ludwig",1877.0,1944.0,marburg,berlin,"Hess, Ludwig",Australia
11474,"Hesse, Ernst Christian",1676.0,1762.0,grossgottern,darmstadt,"Hesse, Ernst Christian",
11476,"Heuberger, Richard (Franz Joseph)",1850.0,1914.0,graz,wien,"Heuberger, Richard",Austria
11487,"Heuzenroeder, Moritz",1849.0,1897.0,ottersburg,tanunda,"Heuzenroeder, Moritz",Germany
11488,"Heward, Leslie (Hays)",1897.0,1897.0,littletown,littletown,"Heward, Leslie",USA
11490,"Hewitt, Harry Donald",1921.0,1921.0,detroit,detroit,"Hewitt, Harry Donald",USA
11498,"Hewitt, James",1770.0,1827.0,dartmoor,boston,"Hewitt, James",Kingdom
11506,"Hewitt, John Hill",1801.0,1890.0,new,baltimore,"Hewitt, John Hill",USA
11514,"Hidalgo [Ydalgo], Juan",1612.0,1685.0,madrid,madrid,"Hidalgo, Juan",Spain
11526,"Hidas, Frigyes",1928.0,1928.0,budapest,budapest,"Hidas, Frigyes",Hungary
11531,"Higdon, Jennifer",1962.0,1962.0,brooklyn,brooklyn,"Higdon, Jennifer",USA
11532,"Higgins, Dick [Richard] (Carter)",1938.0,1998.0,cambridge,quebec,"Higgins, Dick",UK
11535,"Hignard, (Jean-Louis) Aristide",1822.0,1898.0,nantes,vernon,"Hignard, Aristide",France
11544,"Hiles, Henry",1826.0,1904.0,shrewsbury,worthing,"Hiles, Henry",USA
11546,"Hill, Alfred (Francis)",1870.0,1960.0,melbourne,sydney,"Hill, Alfred",Australia
11555,"Hill, Wilhelm",1838.0,1902.0,fulda,homburg,"Hill, Wilhelm",Germany
11556,"Hillemacher, Lucien Joseph Édouard",1860.0,1909.0,paris,paris,"Hillemacher, Lucien Joseph Édouard",France
