,composer,year_birth,year_death,place_birth,place_death,clean_name,c_birth
8308,"Fourdrain, Félix",1880.0,1923.0,nice,paris,"Fourdrain, Félix",France
8321,"Fournier, Émile-Eugène-Alix",1864.0,1897.0,paris,joinville,"Fournier, Émile-Eugène-Alix",France
8322,"Fracassi, Elmérico",1874.0,1930.0,lucito,buenos,"Fracassi, Elmérico",Italy
8324,"Fracassini, Aloisio Lodovico",1733.0,1798.0,orvieto,bamberg,"Fracassini, Aloisio Lodovico",Italy
8325,"Frackenpohl, Arthur (Roland)",1924.0,1924.0,irvington,irvington,"Frackenpohl, Arthur",USA
8326,"Fraenkel, Wolfgang",1897.0,1983.0,berlin,los,"Fraenkel, Wolfgang",Germany
8327,"Framery, Nicolas Étienne",1745.0,1810.0,rouen,paris,"Framery, Nicolas Étienne",France
8329,"Françaix, Jean",1912.0,1997.0,le,paris,"Françaix, Jean",USA
8334,"Franceschini, Petronio",1650.0,1680.0,bologna,venezia,"Franceschini, Petronio",Italy
8339,"Franchetti,",,,baron,baron,"Franchetti,",USA
8349,"Franchini, Francesco [Franco]",1700.0,1757.0,siena,siena,"Franchini, Francesco",Italy
8350,"Franck, César(-Auguste-Jean-Guillaume-Hubert)",1822.0,1890.0,liège,paris,"Franck, César",Belgium
8354,"Franck, Johann Wolfgang",1644.0,1710.0,unterschwaningen,,"Franck, Johann Wolfgang",Germany
8374,"Franckenstein, Clemens (Erwein Heinrich Karl Bonaventura),",1875.0,1942.0,wiesentheid,hechendorf,"Franckenstein, Clemens,",Germany
8379,"Francoeur, François",,,,,"Francoeur, François",Thailand
8393,"Francoeur, Louis-Joseph",,,,,"Francoeur, Louis-Joseph",Thailand
8397,"Frank, Ernst",1847.0,1889.0,münchen,oberdöbling,"Frank, Ernst",Germany
8401,"Frankel, Benjamin",1906.0,1973.0,london,london,"Frankel, Benjamin",UK
8402,"Fränzl, Ferdinand (Ignaz Joseph)",1767.0,1833.0,schwetzingen,mannheim,"Fränzl, Ferdinand",Germany
8410,"Fränzl, Ignaz (Franz Joseph)",1736.0,1811.0,mannheim,mannheim,"Fränzl, Ignaz",Germany
8411,"Fraser-Simson, Harold",1872.0,1944.0,london,inverness,"Fraser-Simson, Harold",UK
8415,"Frazzi, Vito",1888.0,1975.0,san,firenze,"Frazzi, Vito",USA
8418,"Freed, Isadore",1900.0,1960.0,brest,rockville,"Freed, Isadore",France
8420,"Freedman, Harry [Henryk]",1922.0,2005.0,lodz,toronto,"Freedman, Harry",Poland
8421,"Freeman, Harry Lawrence",1869.0,1954.0,cleveland,new,"Freeman, Harry Lawrence",USA
8440,Freer [,,,née,née,Freer,
8446,"Freitas (Branco), Frederico (Guedes) de",1902.0,1980.0,lisboa,lisboa,"Freitas, Frederico de",Portugal
8449,"Freschi, (Giovanni) Domenico",1625.0,1710.0,bassano,vicenza,"Freschi, Domenico",Italy
8464,"Freso, Tibor",1918.0,1987.0,spisský,bratislava,"Freso, Tibor",Slovakia
8466,"Freudenberg, Wilhelm",1838.0,1928.0,raubacher,swidnica,"Freudenberg, Wilhelm",
8470,"Frezza, Giovanni",,,treviso,,"Frezza, Giovanni",Italy
8473,"Fribec, Kresimir",1908.0,1996.0,daruvar,,"Fribec, Kresimir",Croatia
8487,"Fricker, Peter Racine",1920.0,1990.0,london,santa,"Fricker, Peter Racine",UK
8489,"Frid, Géza",1904.0,1989.0,máramarossziget,beverwijk,"Frid, Géza",Romania
8490,"Fridzeri [Fritzeri, Frizeri, Frizer, Frixer, Frixer di Frizeri], Alessandro Mario Antonio",1741.0,1825.0,verona,antwerpen,"Fridzeri, Alessandro Mario Antonio",Italy
8497,"Friebert [Fribert, Friberth, Frieberth, Frübert], (Johann) Joseph",1724.0,1799.0,gnadendorf,passau,"Friebert, Joseph",Austria
8507,"Fried, Oskar",1871.0,1941.0,berlin,moskva,"Fried, Oskar",Germany
8508,"Friedheim, Arthur",1859.0,1932.0,st,new,"Friedheim, Arthur",USA
8513,Friedrich II,,,,,Friedrich II,Thailand
8518,"Friemann, Witold",1889.0,1977.0,konin,warszawa,"Friemann, Witold",Poland
8522,"Frigel, Pehr",1750.0,1842.0,kalmar,stockholm,"Frigel, Pehr",USA
8523,"Friml [Frimel; Freeman], (Charles) Rudolf [Roderick]",1879.0,1972.0,praha,los,"Friml, Rudolf",Czechia
8543,"Frischenschlager, Friedrich",1885.0,1970.0,gross,salzburg,"Frischenschlager, Friedrich",USA
8546,"Frischmuth, Johann Christian",1741.0,1790.0,schwabhausen,berlin,"Frischmuth, Johann Christian",Germany
8550,"Frohlich, Johannes Frederik",1806.0,1860.0,københavn,københavn,"Frohlich, Johannes Frederik",Denmark
8554,"Fröhlich, (Franz) Joseph",1780.0,1862.0,würzburg,würzburg,"Fröhlich, Joseph",Germany
8555,"Froidebise, Pierre (Jean Marie)",1914.0,1962.0,ohey,liège,"Froidebise, Pierre",Belgium
8557,"Frondoni, Angelo",1808.0,1891.0,pievottoville,lisboa,"Frondoni, Angelo",Italy
8566,"Frontini, Francesco Paolo",1860.0,1939.0,catania,catania,"Frontini, Francesco Paolo",Italy
8569,"Früh, Huldreich Georg",1903.0,1945.0,zürich,zürich,"Früh, Huldreich Georg",Switzerland
8571,"Frumerie, (Per) Gunnar (Fredrik) de",1908.0,1987.0,nacka,mörby,"Frumerie, Gunnar de",Sweden
8572,"Fry, William Henry",1813.0,1864.0,philadelphia,santa,"Fry, William Henry",USA
8578,"Fuchs, Johann Nepomuk",1842.0,1899.0,frauenthal,vöslau,"Fuchs, Johann Nepomuk",USA
8579,"Fuchs, Robert",1847.0,1927.0,frauenthal,wien,"Fuchs, Robert",USA
8581,"Fuga, Sandro",1906.0,1994.0,magliano,torino,"Fuga, Sandro",Italy
8584,"Fuleihan, Anis",1901.0,1970.0,kyrenia,palo,"Fuleihan, Anis",Girne
8585,"Fumagalli, Luca",1837.0,1908.0,inzago,milano,"Fumagalli, Luca",Italy
8586,"Fumi, Vinceslao",1823.0,1880.0,montepulciano,firenze,"Fumi, Vinceslao",Italy
8587,"Fungoni, Papebrochio",,,,,"Fungoni, Papebrochio",Thailand
8589,"Furno, Giovanni",1748.0,1837.0,capua,napoli,"Furno, Giovanni",Italy
8590,"Fusetto [Fusetti], Giovanni [Gian] Paolo",,1690.0,monza,udine,"Fusetto, Giovanni Paolo",USA
8591,"Fussell, Charles C(lement)",1938.0,1938.0,winston,winston,"Fussell, Charles C",USA
8592,"Füssl, Karl Heinz",1924.0,1924.0,jablonec,jablonec,"Füssl, Karl Heinz",Czechia
8594,"Fusz [Fuss], János [Johann Evangelist]",1777.0,1819.0,tolna,buda,"Fusz, János",Hungary
8600,"Futterer, Carl",1873.0,1927.0,basle,ludwigshafn,"Futterer, Carl",Switzerland
8602,"Fux, Johann Joseph",1660.0,1741.0,hirtenfeld,wien,"Fux, Johann Joseph",Canada
8623,"Gabellone [Caballone, Cabellone, Gabbelone], Gaspare",1727.0,1796.0,napoli,napoli,"Gabellone, Gaspare",USA
8625,"Gabichvadze, Revaz Kondrat'yevich",1913.0,1999.0,tbilisi,moskva,"Gabichvadze, Revaz Kondratyevich",Georgia
8628,"Gabold, Ingolf",1942.0,1942.0,heidelberg,heidelberg,"Gabold, Ingolf",Germany
8629,"Gabriel, Charles H(utchinson)",1856.0,1932.0,wilton,los,"Gabriel, Charles H",USA
8630,"Gabriel, Mary Ann Virginia",1825.0,1877.0,barnstead,london,"Gabriel, Mary Ann Virginia",USA
8636,"Gabrielli, Domenico",1651.0,1690.0,bologna,bologna,"Gabrielli, Domenico",Italy
8649,"Gabrielli,",,,conte,conte,"Gabrielli,",USA
8666,"Gaburo, Kenneth (Louis)",1926.0,1926.0,somerville,somerville,"Gaburo, Kenneth",USA
8669,"Gabussi, Vincenzo",1800.0,1846.0,bologna,london,"Gabussi, Vincenzo",Italy
8672,"Gade, Niels (Wilhelm)",1817.0,1890.0,københavn,københavn,"Gade, Niels",Denmark
8675,"Gaelle, Meingosus [Johannes]",1752.0,1816.0,buch,maria,"Gaelle, Meingosus",Switzerland
8676,"Gaetano [Majer, Kajetan]",1750.0,1792.0,warszawa,warszawa,Gaetano,Poland
8684,"Gagliano, Marco da",1582.0,1643.0,firenze,firenze,"Gagliano, Marco da",Italy
8688,"Gaiani [Gajani], Giovanni Battista",1757.0,1819.0,bologna,bologna,"Gaiani, Giovanni Battista",Italy
8689,Gail [,,,née,née,Gail,
8693,"Gailhard, André",1885.0,1966.0,paris,paris,"Gailhard, André",France
8696,"Gaito, Constantino",1878.0,1945.0,buenos,buenos,"Gaito, Constantino",Argentina
8705,"Gál [Gal], Hans",1890.0,1987.0,brunn,edinburgh,"Gál, Hans",Austria
8710,"Galea, Emanuele",1793.0,1850.0,valletta,st,"Galea, Emanuele",Malta
8711,"Galea, Pietro Paolo",1873.0,1930.0,senglea,zabbar,"Galea, Pietro Paolo",Malta
8712,"Galeotti, Cesare",1872.0,1929.0,pietrasanta,paris,"Galeotti, Cesare",Italy
8714,"Galerini, Pietro Antonio",,,,,"Galerini, Pietro Antonio",Thailand
8715,"Gal'inin, German Germanovich",1922.0,1922.0,tula,tula,"Galinin, German Germanovich",Mexico
8716,"Gall, Jan Karol",1856.0,1912.0,warszawa,lvov,"Gall, Jan Karol",Poland
8717,"Gallenberg, (Wenzel) Robert,",1783.0,1839.0,graf,roma,"Gallenberg, Robert,",USA
8718,"Galli, Amintore",1845.0,1919.0,talamello,rimini,"Galli, Amintore",Italy
8721,"Galliard, John Ernest [Johann Ernst]",1680.0,1749.0,celle,london,"Galliard, John Ernest",Germany
8738,"Gallico, Paolo",1868.0,1955.0,trieste,new,"Gallico, Paolo",Italy
8739,"Gallignani, Giuseppe",1851.0,1923.0,faenza,milano,"Gallignani, Giuseppe",Italy
8744,"Gallois-Montbrun, Raymond",1915.0,1915.0,saigon,saigon,"Gallois-Montbrun, Raymond",Vietnam
8745,"Gallon, Noël",1891.0,1966.0,paris,paris,"Gallon, Noël",France
8746,"Galuppi, Baldassare",1706.0,1785.0,burano,venezia,"Galuppi, Baldassare",Italy
8843,"Galván [Galbán], Ventura",,,,,"Galván, Ventura",Thailand
8846,"Gandolfi, Riccardo (Cristoforo Daniele Diomede)",1839.0,1920.0,voghera,firenze,"Gandolfi, Riccardo",Italy
8850,"Ganelin, Vyacheslav",1944.0,1944.0,kraskovo,kraskovo,"Ganelin, Vyacheslav",Russia
8851,"Ganne, (Gustave) Louis Gaston",1862.0,1923.0,buxières,paris,"Ganne, Louis Gaston",France
8857,"Garaudé, Alexis-(Adélaide-Gabriel) de",1779.0,1852.0,nancy,paris,"Garaudé, Alexis- de",France
8858,"García, Manuel (del Popolo Vicente Rodriguez)",1775.0,1775.0,sevilla,sevilla,"García, Manuel",Spain
8864,"García Fajer, Francisco Javier",,,,,"García Fajer, Francisco Javier",Thailand
8868,"Garcia Mansilla, Eduardo",1870.0,1930.0,washington,paris,"Garcia Mansilla, Eduardo",USA
8870,"García Pacheco, Fabián",1725.0,1808.0,escalonilla,madrid,"García Pacheco, Fabián",Spain
8871,"García Robles, José",1835.0,1910.0,olot,barcelona,"García Robles, José",Spain
8876,"Gardi, Francesco",1760.0,1810.0,,,"Gardi, Francesco",Thailand
8904,"Gardner, John (Linton)",1917.0,1917.0,manchester,manchester,"Gardner, John",UK
8909,"Garrido, Pablo",1905.0,1982.0,valparaiso,santiago,"Garrido, Pablo",USA
8910,"Gaslini, Giorgio",1929.0,1929.0,milano,milano,"Gaslini, Giorgio",Italy
8915,"Gasparini, Francesco",1668.0,1727.0,camaiore,roma,"Gasparini, Francesco",Italy
8983,"Gasparini, Quirino",1721.0,1778.0,gandino,torino,"Gasparini, Quirino",Italy
8985,"Gassmann, Florian Leopold",1729.0,1729.0,most,most,"Gassmann, Florian Leopold",USA
9006,"Gassner, Ferdinand Simon",1798.0,1851.0,wien,karlsruhe,"Gassner, Ferdinand Simon",Austria
9008,"Gast, Peter [Köselitz, Johann Heinrich]",1854.0,1918.0,annaberg,annaberg,"Gast, Peter",Germany
9013,"Gastaldon, Stanislas",1861.0,1939.0,torino,firenze,"Gastaldon, Stanislas",Italy
9018,"Gastinel, Léon-Gustave-Cyprien",1823.0,1906.0,villers,fresnes,"Gastinel, Léon-Gustave-Cyprien",Belgium
9023,"Gatti, Luigi (Maria Baldassare)",1740.0,1817.0,castro,salzburg,"Gatti, Luigi",Chile
9029,"Gatti, Theobaldo [Teobaldo] di [Théobalde]",1650.0,1727.0,firenze,paris,"Gatti, Theobaldo di",Italy
9031,"Gatty, Nicholas Comyn",1874.0,1946.0,bradfield,london,"Gatty, Nicholas Comyn",USA
9037,"Gaubert, Philippe",1879.0,1941.0,cahors,paris,"Gaubert, Philippe",France
9039,"Gaudio,",,,cavalier,cavalier,"Gaudio,",USA
9042,"Gautier, (Jean-François-)Eugène",1822.0,1878.0,vaigirard,paris,"Gautier, Eugène",France
9044,"Gautier, Pierre",,,,,"Gautier, Pierre",Thailand
9046,"Gavazzeni, Gianandrea",1909.0,1996.0,bergamo,bergamo,"Gavazzeni, Gianandrea",Italy
9047,"Gaveaux [Gavaux, Gaveau], Pierre",1760.0,1825.0,béziers,charenton,"Gaveaux, Pierre",France
9081,"Gaviniès [Gaviniés, Gaviniez, Gavigniès, Gavignès, Gabignet], Pierre",1728.0,1800.0,bordeaux,paris,"Gaviniès, Pierre",France
9082,"Gawronski [Rola-Gawronski], Adalbert (Wojciech)",1868.0,1910.0,sejmany,kowanónak,"Gawronski, Adalbert",
9085,"Gaztambide (y Garbayo), Joaquín (Romualdo)",1822.0,1870.0,tudela,madrid,"Gaztambide, Joaquín",Spain
9129,"Gazzaniga, Giuseppe",1743.0,1818.0,verona,crema,"Gazzaniga, Giuseppe",Italy
9176,"Gebel, Georg",1709.0,1753.0,brzeg,rudolstadt,"Gebel, Georg",Poland
9177,"Gebhardt, Rio",1907.0,1944.0,heilbronn,,"Gebhardt, Rio",Germany
9178,"Gédalge, André",1856.0,1926.0,paris,chessy,"Gédalge, André",France
9183,"Gedda, Giulio Cesare",1899.0,1970.0,torino,callegno,"Gedda, Giulio Cesare",Italy
9184,"Gedike [Goedike], Alexander (Fyodorovich)",1877.0,1957.0,moskva,moskva,"Gedike, Alexander",Russia
9188,"Gedzhadze, Irakly",1925.0,1925.0,mtskheta,mtskheta,"Gedzhadze, Irakly",Georgia
9189,Gefors. Hans,1952.0,1952.0,stockholm,stockholm,Gefors. Hans,Sweden
9191,"Gehot, [Jean] Joseph",1756.0,1820.0,brussel,usa,"Gehot, Joseph",Belgium
9192,"Geisler, Paul",1856.0,1919.0,slupsk,poznan,"Geisler, Paul",Poland
9199,"Geissler, Fritz",1921.0,1984.0,wurzen,bad,"Geissler, Fritz",Germany
9203,"Genée, (Franz Friedrich) Richard",1823.0,1895.0,gdansk,baden,"Genée, Richard",Poland
9222,"Generali [Mercandetti], Pietro",1773.0,1832.0,masserano,novara,"Generali, Pietro",Italy
9240,"Genishta, Josif Josifovich",1795.0,1853.0,moskva,moskva,"Genishta, Josif Josifovich",Russia
9242,"Genovés y Lapetra, Tomás",1805.0,1861.0,zaragoza,burgos,"Genovés y Lapetra, Tomás",Spain
9249,"George, Earl",1924.0,1924.0,milwaukee,milwaukee,"George, Earl",USA
9253,"Georges, Alexandre",1850.0,1938.0,arras,paris,"Georges, Alexandre",France
9260,"Gerber, René",1908.0,1908.0,travers,travers,"Gerber, René",USA
9261,"Gerbic, Fran",1840.0,1917.0,cerknica,ljubljana,"Gerbic, Fran",Slovenia
9263,"Gerhard, Roberto",1896.0,1970.0,valls,cambridge,"Gerhard, Roberto",Spain
9264,"Gericke, Wilhelm",1845.0,1925.0,schwanberg,wien,"Gericke, Wilhelm",Germany
9265,"Gerl [Görl], Franz Xaver",1764.0,1827.0,andorf,mannheim,"Gerl, Franz Xaver",Austria
9279,"Gerlach, Theodor",1861.0,1940.0,dresden,kiel,"Gerlach, Theodor",Germany
9283,"German [Jones, German Edward],",,,sir,sir,"German,",USA
9290,"German Reed, Thomas",1817.0,1888.0,bristol,london,"German Reed, Thomas",UK
9296,"Gershfeld, David",1911.0,1911.0,bobrinets,bobrinets,"Gershfeld, David",27200
9298,"Gershwin [Gershvin], George [Jacob]",1898.0,1937.0,brooklyn,los,"Gershwin, George",USA
9301,"Gerster, Ottmar",1897.0,1969.0,braunfels,leipzig,"Gerster, Ottmar",Germany
9306,"Gervais, Charles-Hubert",1671.0,1744.0,paris,paris,"Gervais, Charles-Hubert",France
9309,"Gestewitz, Friedrich Christoph",1753.0,1805.0,preischka,dresden,"Gestewitz, Friedrich Christoph",
9313,"Getty, Gordon",1933.0,1933.0,los,los,"Getty, Gordon",USA
9314,"Gevaert, François-Auguste",1828.0,1908.0,huysse,bruxelles,"Gevaert, François-Auguste",
9326,"Ghedini, Giorgio Federico",1892.0,1965.0,cuneo,nervi,"Ghedini, Giorgio Federico",Italy
9336,"Gheluwe, Leon van",1837.0,1914.0,wanneghem,ghent,"Gheluwe, Leon van",Belgium
9337,"Gherardeschi, Filippo Maria",1738.0,1808.0,pistoia,pisa,"Gherardeschi, Filippo Maria",Italy
9344,"Ghisi, Federico",1901.0,1975.0,shanghai,luzerna,"Ghisi, Federico",China
9349,"Giacobbe, Juan Francisco",1907.0,1990.0,buenos,,"Giacobbe, Juan Francisco",Argentina
9352,"Giacobbi, Giordano",1567.0,1629.0,bologna,bologna,"Giacobbi, Giordano",Italy
9359,"Giacomelli [Jacomelli], Geminiano",1692.0,1740.0,piacenza,loreto,"Giacomelli, Geminiano",Italy
9379,"Giai [Giaii, Giaij, Giay], Giovanni Antonio",1690.0,1764.0,torino,torino,"Giai, Giovanni Antonio",Italy
9394,"Gialdini, Gialdino",1843.0,1919.0,pescia,pescia,"Gialdini, Gialdino",Italy
9400,"Gianella, Louis [Ludovico, Luigi]",1778.0,1817.0,,paris,"Gianella, Louis",Thailand
9401,"Giannetti, Giovanni",1869.0,1934.0,napoli,rio,"Giannetti, Giovanni",USA
9411,"Giannettini [Gianettini, Zanettini, Zannettini], Antonio",1648.0,1721.0,fano,múnchen,"Giannettini, Antonio",Italy
9428,"Giannini, Vittorio",1903.0,1966.0,philadelphia,new,"Giannini, Vittorio",USA
9437,"Giarda, Luigi Stefano",1868.0,1953.0,pavia,viña,"Giarda, Luigi Stefano",Italy
9439,"Giardini [Degiardino], Felice (de')",1716.0,1796.0,torino,moskva,"Giardini, Felice",Italy
9444,"Gibbons, Christopher",1615.0,1676.0,london,london,"Gibbons, Christopher",UK
9445,"Gibbs, Cecil Armstrong",1889.0,1960.0,great,chelmsford,"Gibbs, Cecil Armstrong",
9450,"Gibelli [Gibellone], Lorenzo",1719.0,1812.0,bologna,bologna,"Gibelli, Lorenzo",Italy
9454,"Gibert, Paul-César",1717.0,1787.0,versailles,paris,"Gibert, Paul-César",France
9461,"Gideon, Miriam",1906.0,1996.0,greeley,new,"Gideon, Miriam",USA
9462,"Gifford, Helen (Margaret)",1935.0,1935.0,melbourne,melbourne,"Gifford, Helen",Australia
9463,"Gilardi, Gilardo",1889.0,1963.0,san,buenos,"Gilardi, Gilardo",USA
9465,"Gilbert, Anthony (John)",1934.0,1934.0,london,london,"Gilbert, Anthony",UK
9467,"Gilbert, Henry F(ranklin Belknap)",1868.0,1868.0,somerville,somerville,"Gilbert, Henry F",USA
9469,"Gilbert [Winterfield, Max], Jean",1879.0,1942.0,hamburg,buenos,"Gilbert, Jean",Germany
9477,"Gilfert, Charles H.",1787.0,1829.0,new,new,"Gilfert, Charles H.",USA
9480,"Gille, Jacob Edvard",1814.0,1880.0,stockholm,stockholm,"Gille, Jacob Edvard",Sweden
9484,"Gilliers, Jean-Claude",1667.0,1737.0,paris,paris,"Gilliers, Jean-Claude",France
9560,"Gillis, Don",1912.0,1978.0,cameron,columbi,"Gillis, Don",USA
9568,"Gilse, Jan van",1881.0,1944.0,rotterdam,oegstgeest,"Gilse, Jan van",Netherlands
9570,"Gilson, Paul",1865.0,1942.0,bruxelles,bruxelles,"Gilson, Paul",Belgium
9576,"Giménez [Jiménez] (y Bellido), Jerónimo",1854.0,1854.0,sevilla,sevilla,"Giménez, Jerónimo",Spain
9687,"Ginastera, Alberto (Evaristo)",1916.0,1983.0,buenos,genève,"Ginastera, Alberto",Argentina
9691,"Giner y Vidal, Salvador",1832.0,1911.0,valencia,valencia,"Giner y Vidal, Salvador",USA
9698,"Giordani, Carmine",1685.0,1758.0,cerreto,napoli,"Giordani, Carmine",USA
9699,"Giordani [Giordanello], Giuseppe",1743.0,1798.0,napoli,fermo,"Giordani, Giuseppe",USA
9724,"Giordani, Tommaso",1730.0,1806.0,napoli,dublin,"Giordani, Tommaso",USA
9753,"Giordano, Umberto",1867.0,1948.0,foggia,milano,"Giordano, Umberto",Italy
9768,"Giorza, Paolo",1832.0,1914.0,milano,seattle,"Giorza, Paolo",Italy
9770,"Giraud, François-Joseph",,1790.0,,paris,"Giraud, François-Joseph",Thailand
9772,"Giró [Jiró], Manuel",1848.0,1916.0,lérida,barcelona,"Giró, Manuel",Spain
9774,"Giroust, François",1737.0,1799.0,paris,versailles,"Giroust, François",France
9776,"Giuliani, Giovanni Francesco",1760.0,1818.0,livorno,firenze,"Giuliani, Giovanni Francesco",Italy
9777,"Giuranna, (Elena) Barbara",1902.0,1998.0,palermo,,"Giuranna, Barbara",Italy
9780,"Glachant, Antoine-Charles",1770.0,1851.0,paris,versailles,"Glachant, Antoine-Charles",France
9784,"Glanville-Hicks, Peggy",1912.0,1990.0,melbourne,sydney,"Glanville-Hicks, Peggy",Australia
9789,"Gläser [Glaeser], Franz (Joseph)",1798.0,1861.0,horni,københavn,"Gläser, Franz",
9796,"Glaser, Werner Wolf",1910.0,2006.0,köln,västerås,"Glaser, Werner Wolf",Germany
9802,"Glass, Philip",1937.0,1937.0,baltimore,baltimore,"Glass, Philip",USA
9821,"Gleason, Frederick Grant",1848.0,1903.0,middletown,chicago,"Gleason, Frederick Grant",USA
9823,"Glebov, Evgeny",1929.0,1929.0,roslavl,roslavl,"Glebov, Evgeny",Russia
9824,"Gleisman, Carl Erik",1767.0,1804.0,,stockholm,"Gleisman, Carl Erik",Thailand
9825,"Glier [Glière], Reyngol'd [Reinhold] (Moritsevich)",1875.0,1956.0,kiev,moskva,"Glier, Reyngold",02000
9832,"Glinka, Mikhail (Ivanovich)",1804.0,1857.0,novospasskoye,berlin,"Glinka, Mikhail",Russia
9834,"Glínski [Hercenstein], Mateusz [Matteo]",1892.0,1976.0,warszawa,welland,"Glínski, Mateusz",Poland
9835,"Glodeanu, Liviu",1938.0,1978.0,dirja,bucuresti,"Glodeanu, Liviu",
9836,"Glösch, Carl Wilhelm",1732.0,1809.0,berlin,berlin,"Glösch, Carl Wilhelm",Germany
9837,"Glover, John William",1815.0,1899.0,dublin,dublin,"Glover, John William",Ireland
9839,"Glover, William Howard",1819.0,1875.0,london,new,"Glover, William Howard",UK
9843,"Gluck, Christoph Willibald",1714.0,1787.0,ritter,wien,"Gluck, Christoph Willibald",USA
9893,"Gnecchi, Vittorio",1876.0,1954.0,milano,milano,"Gnecchi, Vittorio",Italy
9897,"Gnecco, Francesco",1769.0,1810.0,genova,milano,"Gnecco, Francesco",Italy
9906,"Gnesin, Mikhail (Fabianovich)",1882.0,1957.0,rostov,moskva,"Gnesin, Mikhail",Russia
9908,"Gobatti, Stefano",1852.0,1913.0,bergantino,bologna,"Gobatti, Stefano",USA
9912,"Godard, Benjamin (Louis Paul)",1849.0,1895.0,paris,cannes,"Godard, Benjamin",France
9920,"Godefroid, (Dieudonné Joseph Guillaume) Félix",1818.0,1897.0,namur,villers,"Godefroid, Félix",Belgium
9921,"Godefroid, Jules",1811.0,1840.0,namur,paris,"Godefroid, Jules",Belgium
9923,"Godron, Hugo",1900.0,1971.0,amsterdam,zoelmond,"Godron, Hugo",Netherlands
9924,"Goehr, (Peter) Alexander",1932.0,1932.0,berlin,berlin,"Goehr, Alexander",Germany
9926,"Goepfart, Karl Eduard",1859.0,1942.0,weimar,weimar,"Goepfart, Karl Eduard",Germany
9928,"Goepp, Philip H(enry)",1864.0,1936.0,new,philadelphia,"Goepp, Philip H",USA
9929,"Goetz, Hermann (Gustav)",1840.0,1876.0,königsberg,hottingen,"Goetz, Hermann",Russia
9931,"Goetze, Walter W.",1883.0,1961.0,berlin,berlin,"Goetze, Walter W.",Germany
9940,"Goh, Taijiro",1907.0,1970.0,dairen,shizuoka,"Goh, Taijiro",China
9943,"Göhler, (Karl) Georg",1874.0,1954.0,zwickau,lübeck,"Göhler, Georg",Germany
9944,"Goldbeck, Robert",1839.0,1908.0,potsdam,st,"Goldbeck, Robert",Germany
9946,"Goldberg, Theo",1921.0,1921.0,chemnitz,chemnitz,"Goldberg, Theo",Germany
9950,"Goldmann, Friedrich",1941.0,1941.0,siegmar,siegmar,"Goldmann, Friedrich",Germany
9951,"Goldmark, Karl [Károly, Carl]",1830.0,1915.0,keszthely,wien,"Goldmark, Karl",Hungary
9957,"Goldschmidt, Adalbert von",1848.0,1906.0,wien,hacking,"Goldschmidt, Adalbert von",Austria
9960,"Goldschmidt, Berthold",1903.0,1996.0,hamburg,london,"Goldschmidt, Berthold",Germany
9962,"Goleminov, Marin",1908.0,2000.0,os,espinho,"Goleminov, Marin",
9966,"Golishev, Efim [Jef]",1897.0,1970.0,kherson,paris,"Golishev, Efim",73009
9968,"Gollmick, Adolf",1825.0,1883.0,frankfurt,london,"Gollmick, Adolf",Germany
9973,"Golovanov, Nikolay (Semyonovich)",1891.0,1953.0,moskva,moskva,"Golovanov, Nikolay",Russia
9974,"Gomes, (Antônio) Carlos",1836.0,1896.0,campinas,belém,"Gomes, Carlos",Brazil
9986,"Gomes de Araújo, João",1846.0,1942.0,pindamonhangaba,são,"Gomes de Araújo, João",Brazil
9990,"Gómez García, Domingo Julio",1886.0,1973.0,madrid,madrid,"Gómez García, Domingo Julio",Spain
9994,"Gomis y Colomer, José Melchor",1791.0,1836.0,ontoniente,paris,"Gomis y Colomer, José Melchor",Spain
10005,"Goodman [Guttmann], Alfred (Grant)",1920.0,1999.0,berlin,berlin,"Goodman, Alfred",Germany
10008,"Goosens,",,,sir,sir,"Goosens,",USA
10010,"Gordigiani, Giovanni Battista",1795.0,1871.0,modena,praha,"Gordigiani, Giovanni Battista",Italy
10014,"Gordigiani, Luigi",1806.0,1860.0,modena,firenze,"Gordigiani, Luigi",Italy
10015,"Goss,",,,sir,sir,"Goss,",USA
10016,"Gossec, François-Joseph",1734.0,1829.0,vergnies,passy,"Gossec, François-Joseph",Belgium
10035,"Gotovac, Jakov",1895.0,1982.0,split,zagreb,"Gotovac, Jakov",Croatia
10043,"Gottlieb, Jack",1930.0,1930.0,new,new,"Gottlieb, Jack",USA
10047,"Gottschalk, Louis Moreau",1829.0,1869.0,new,tijuca,"Gottschalk, Louis Moreau",USA
10053,"Götze, Johann Nikolaus Konrad",1791.0,1861.0,weimar,weimar,"Götze, Johann Nikolaus Konrad",Germany
10054,"Götze, Karl",1836.0,1887.0,weimar,magdeburg,"Götze, Karl",Germany
10057,"Gounod, Charles (François)",1818.0,1893.0,paris,st,"Gounod, Charles",France
10078,"Gouvy, Louis Théodore",1819.0,1898.0,goffontaine,leipzig,"Gouvy, Louis Théodore",Belgium
10079,"Grabner, Hermann",1886.0,1969.0,graz,bolzano,"Grabner, Hermann",Austria
10080,"Grabovsky, Leonid",1935.0,1935.0,kiev,kiev,"Grabovsky, Leonid",02000
10082,"Grabu [Grabue, Grabut, Grebus], Louis [Lewis]",,,,,"Grabu, Louis",Thailand
10085,"Grad, Gabriel",1890.0,1950.0,retovo,tel,"Grad, Gabriel",
10086,"Grädener, Carl (Georg Peter)",1812.0,1883.0,rostock,hamburg,"Grädener, Carl",Germany
