,composer,year_birth,year_death,place_birth,place_death,clean_name
7852,"Fesca, Friedrich (Ernst)",1789.0,1826.0,magdeburg,karlsruhe,"Fesca, Friedrich"
7854,"Fétis, Adolphe(-Louis-Eugène)",1820.0,1873.0,paris,paris,"Fétis, Adolphe"
7856,"Fétis, François-Joseph",1784.0,1871.0,mons,bruxelles,"Fétis, François-Joseph"
7863,"Fetler, Paul",1920.0,1920.0,philadelphia,philadelphia,"Fetler, Paul"
7864,"Février, Henry",1875.0,1957.0,paris,paris,"Février, Henry"
7873,"Fiamingo, Carlo",1881.0,1961.0,floriana,sliema,"Fiamingo, Carlo"
7874,"Fibich, Zdenek [Zdenko] (Antonin Václav)",1850.0,1900.0,vseborice,praha,"Fibich, Zdenek"
7889,"Ficher, Jacobo",1896.0,1978.0,odessa,buenos,"Ficher, Jacobo"
7891,"Fielitz, Alexander von",1860.0,1930.0,leipzig,bad,"Fielitz, Alexander von"
7893,"Fiévet, Paul",1892.0,1980.0,velenciennes,paris,"Fiévet, Paul"
7894,"Figus [Bystrý; Figus-Bystrý], Viliam",1875.0,1937.0,banská,banská,"Figus, Viliam"
7895,"Filiasi, Lorenzo",1878.0,1963.0,napoli,roma,"Filiasi, Lorenzo"
7899,"Filleul, Henry",1877.0,1959.0,laval,saint,"Filleul, Henry"
7900,"Finazzi, Filippo",1706.0,1776.0,bergamo,jersbeck,"Finazzi, Filippo"
7906,"Findeisen, Otto",1862.0,1947.0,brno,leipzig,"Findeisen, Otto"
7915,"Fine, Vivian",1913.0,2000.0,chicago,bennington,"Fine, Vivian"
7917,"Finger, Gottfried [Godfrey]",1660.0,1730.0,olomouc,mannheim,"Finger, Gottfried"
7924,"Finke, Fidelio F(ritz) [Friedrich]",1891.0,1968.0,josefstal,dresden,"Finke, Fidelio F"
7928,"Finko, David",1936.0,1936.0,leningrad,leningrad,"Finko, David"
7932,"Finney, Ross Lee",1906.0,1997.0,wells,carmel,"Finney, Ross Lee"
7934,"Finnissy, Michael (Peter)",1946.0,1946.0,,,"Finnissy, Michael"
7935,"Fino, Giocondo",1867.0,1950.0,torino,torino,"Fino, Giocondo"
7937,"Fiocco, Pietro Antonio [Pierre-Antoine]",1650.0,1714.0,venezia,bruxelles,"Fiocco, Pietro Antonio"
7938,"Fioravanti, Valentino",1764.0,1837.0,roma,capua,"Fioravanti, Valentino"
7960,"Fioravanti, Vincenzo",1799.0,1877.0,roma,napoli,"Fioravanti, Vincenzo"
7975,"Fiorè, Andrea Stefano",1686.0,1732.0,milano,torino,"Fiorè, Andrea Stefano"
8005,"Fiorè, Angelo Maria",1660.0,1723.0,,torino,"Fiorè, Angelo Maria"
8006,"Fiorillo, Ignazio",1715.0,1787.0,napoli,fritzlar,"Fiorillo, Ignazio"
8026,"Fiorini [Fioroni, Florono], Giovanni Andrea",1704.0,1778.0,pavia,milano,"Fiorini, Giovanni Andrea"
8027,"Fiqué, Karl",1867.0,1930.0,st,new,"Fiqué, Karl"
8029,"Fischer, Anton",1778.0,1808.0,ried,wien,"Fischer, Anton"
8040,"Fischer, Jan (Frank)",1921.0,1921.0,louny,louny,"Fischer, Jan"
8046,"Fischer, Matthäus [Matthias] (Karl Konrad)",1763.0,1840.0,ried,augsburg,"Fischer, Matthäus"
8047,"Fischietti [Fischetti], Domenico",1725.0,1810.0,napoli,salzburg,"Fischietti, Domenico"
8072,"Fiser, Lubos",1935.0,1935.0,praha,praha,"Fiser, Lubos"
8073,"Fisher, John Abraham",1744.0,1806.0,dunstable,london,"Fisher, John Abraham"
8088,"Fitelberg, Jerzy",1903.0,1951.0,warszawa,new,"Fitelberg, Jerzy"
8089,"Fitzwilliam, Edward Francis",1824.0,1857.0,deal,london,"Fitzwilliam, Edward Francis"
8091,"Fiume, Orazio",1908.0,1976.0,monopoli,trieste,"Fiume, Orazio"
8092,"Flagello, Nicolas (Oreste)",1928.0,1928.0,new,new,"Flagello, Nicolas"
8099,"Flament, Édouard",1880.0,1958.0,douai,bois,"Flament, Édouard"
8102,"Flanagan, William (Jr.)",1923.0,1969.0,detroit,new,"Flanagan, William"
8104,"Flechtenmacher, Alexandru (Adolf)",1823.0,1898.0,iasi,bucuresti,"Flechtenmacher, Alexandru"
8110,"Flégier, Ange",1846.0,1927.0,marseilles,marseilles,"Flégier, Ange"
8111,"Fleischer, Friedrich Gottlob",1722.0,1806.0,cöthen,braunschweig,"Fleischer, Friedrich Gottlob"
8112,"Fleischmann, (Johann) Friedrich (Anton)",1766.0,1798.0,marktheidenfeld,meiningen,"Fleischmann, Friedrich"
8114,"Fletcher, (Horace) Grant",1913.0,2002.0,hartsburg,tempe,"Fletcher, Grant"
8116,"Fletcher, Percy (Eastman)",1879.0,1932.0,derby,windsor,"Fletcher, Percy"
8118,"Floquet, Etienne Joseph",1748.0,1785.0,aix,paris,"Floquet, Etienne Joseph"
8128,"Floridia, Pietro",1860.0,1932.0,modica,new,"Floridia, Pietro"
8133,"Florio, Charles H.",,1820.0,,st,"Florio, Charles H."
8136,"Flotow, Friedrich (Adolf Ferdinand)",,,freiherr,freiherr,"Flotow, Friedrich"
8172,"Floyd, Carlisle (Sessions, Jr.)",1926.0,1926.0,latta,latta,"Floyd, Carlisle"
8185,"Flury, Richard",1896.0,1967.0,biberist,biberist,"Flury, Richard"
8189,"Foerster [Förster], Josef Bohuslav",1859.0,1951.0,praha,nový,"Foerster, Josef Bohuslav"
8195,"Foignet, Charles Gabriel [Jacques]",1750.0,1823.0,lyon,paris,"Foignet, Charles Gabriel"
8205,"Foignet, François",1782.0,1845.0,paris,strasbourg,"Foignet, François"
8216,"Folville, Eugénie-Émilie Juliette",1870.0,1946.0,liège,dourgne,"Folville, Eugénie-Émilie Juliette"
8217,"Fomin, Evstigney (Ipatovich)",1761.0,1800.0,st,st,"Fomin, Evstigney"
8226,"Fongaard, Björn",1919.0,1980.0,christiania,oslo,"Fongaard, Björn"
8227,"Fonseca, Julio",1885.0,1950.0,san,san,"Fonseca, Julio"
8229,"Fontei [Fonte, Fonteio], Nicolò",,1647.0,orciano,verona,"Fontei, Nicolò"
8230,"Forbes, Henry",1804.0,1859.0,london,london,"Forbes, Henry"
8231,"Forbes, Sebastian",1941.0,1941.0,amersham,amersham,"Forbes, Sebastian"
8232,"Ford, Ernest (A. Clair)",1858.0,1919.0,westminster,london,"Ford, Ernest"
8237,"Forest, Jean Kurt",1909.0,1975.0,darmstadt,berlin,"Forest, Jean Kurt"
8243,"Fornerod, Aloÿs(-Henri-Gérard)",1890.0,1965.0,montet,fribourg,"Fornerod, Aloÿs"
8244,"Forni, Pietro Paolo",,,,,"Forni, Pietro Paolo"
8245,"Forns y Cuedras, José",1898.0,1952.0,madrid,génève,"Forns y Cuedras, José"
8249,"Foroni, Jacopo",1825.0,1858.0,verona,stockholm,"Foroni, Jacopo"
8252,"Forrest, Hamilton",1901.0,1963.0,chicago,london,"Forrest, Hamilton"
8257,"Förster, Christoph (Heinrich)",1693.0,1745.0,bibra,rudolstadt,"Förster, Christoph"
8261,"Förster, Kaspar",1616.0,1673.0,gdansk,oliwa,"Förster, Kaspar"
8262,"Forsyth, Cecil",1870.0,1941.0,greenwich,new,"Forsyth, Cecil"
8264,"Fortia de Piles, Alphonse-Toussaint-Joseph-André-Marie-Marseille,",1758.0,1826.0,comte,sisteron,"Fortia de Piles, Alphonse-Toussaint-Joseph-André-Marie-Marseille,"
8268,"Fortner, Wolfgang",1907.0,1987.0,leipzig,heidelberg,"Fortner, Wolfgang"
8274,"Förtsch, Johann Philipp",1652.0,1732.0,wertheim,eutin,"Förtsch, Johann Philipp"
8286,"Fortunati, Gian Francesco",1746.0,1821.0,parma,parma,"Fortunati, Gian Francesco"
8292,"Foss [Fuchs], Lukas",1922.0,2009.0,berlin,new,"Foss, Lukas"
8295,"Foster, Arnold (Wilfred Allen)",1896.0,1963.0,sheffield,london,"Foster, Arnold"
8296,"Foster, Fay",1886.0,1960.0,leavenworth,bayport,"Foster, Fay"
8297,"Fotek, Jan",1928.0,1928.0,czerwinsk,czerwinsk,"Fotek, Jan"
8302,"Fougstedt, Nils-Eric",1910.0,1961.0,raisio,helsinki,"Fougstedt, Nils-Eric"
8303,"Foulds, John (Herbert)",1880.0,1939.0,manchester,calcutta,"Foulds, John"
8307,"Fouque, (Pierre) Octave",1844.0,1883.0,pau,pau,"Fouque, Octave"
8308,"Fourdrain, Félix",1880.0,1923.0,nice,paris,"Fourdrain, Félix"
8321,"Fournier, Émile-Eugène-Alix",1864.0,1897.0,paris,joinville,"Fournier, Émile-Eugène-Alix"
8322,"Fracassi, Elmérico",1874.0,1930.0,lucito,buenos,"Fracassi, Elmérico"
8324,"Fracassini, Aloisio Lodovico",1733.0,1798.0,orvieto,bamberg,"Fracassini, Aloisio Lodovico"
8325,"Frackenpohl, Arthur (Roland)",1924.0,1924.0,irvington,irvington,"Frackenpohl, Arthur"
8326,"Fraenkel, Wolfgang",1897.0,1983.0,berlin,los,"Fraenkel, Wolfgang"
8327,"Framery, Nicolas Étienne",1745.0,1810.0,rouen,paris,"Framery, Nicolas Étienne"
8329,"Françaix, Jean",1912.0,1997.0,le,paris,"Françaix, Jean"
8334,"Franceschini, Petronio",1650.0,1680.0,bologna,venezia,"Franceschini, Petronio"
8339,"Franchetti,",,,baron,baron,"Franchetti,"
8349,"Franchini, Francesco [Franco]",1700.0,1757.0,siena,siena,"Franchini, Francesco"
8350,"Franck, César(-Auguste-Jean-Guillaume-Hubert)",1822.0,1890.0,liège,paris,"Franck, César"
8354,"Franck, Johann Wolfgang",1644.0,1710.0,unterschwaningen,,"Franck, Johann Wolfgang"
8374,"Franckenstein, Clemens (Erwein Heinrich Karl Bonaventura),",1875.0,1942.0,wiesentheid,hechendorf,"Franckenstein, Clemens,"
8379,"Francoeur, François",,,,,"Francoeur, François"
8393,"Francoeur, Louis-Joseph",,,,,"Francoeur, Louis-Joseph"
8397,"Frank, Ernst",1847.0,1889.0,münchen,oberdöbling,"Frank, Ernst"
8401,"Frankel, Benjamin",1906.0,1973.0,london,london,"Frankel, Benjamin"
8402,"Fränzl, Ferdinand (Ignaz Joseph)",1767.0,1833.0,schwetzingen,mannheim,"Fränzl, Ferdinand"
8410,"Fränzl, Ignaz (Franz Joseph)",1736.0,1811.0,mannheim,mannheim,"Fränzl, Ignaz"
8411,"Fraser-Simson, Harold",1872.0,1944.0,london,inverness,"Fraser-Simson, Harold"
8415,"Frazzi, Vito",1888.0,1975.0,san,firenze,"Frazzi, Vito"
8418,"Freed, Isadore",1900.0,1960.0,brest,rockville,"Freed, Isadore"
8420,"Freedman, Harry [Henryk]",1922.0,2005.0,lodz,toronto,"Freedman, Harry"
8421,"Freeman, Harry Lawrence",1869.0,1954.0,cleveland,new,"Freeman, Harry Lawrence"
8440,Freer [,,,née,née,Freer
8446,"Freitas (Branco), Frederico (Guedes) de",1902.0,1980.0,lisboa,lisboa,"Freitas, Frederico de"
8449,"Freschi, (Giovanni) Domenico",1625.0,1710.0,bassano,vicenza,"Freschi, Domenico"
8464,"Freso, Tibor",1918.0,1987.0,spisský,bratislava,"Freso, Tibor"
8466,"Freudenberg, Wilhelm",1838.0,1928.0,raubacher,swidnica,"Freudenberg, Wilhelm"
8470,"Frezza, Giovanni",,,treviso,,"Frezza, Giovanni"
8473,"Fribec, Kresimir",1908.0,1996.0,daruvar,,"Fribec, Kresimir"
8487,"Fricker, Peter Racine",1920.0,1990.0,london,santa,"Fricker, Peter Racine"
8489,"Frid, Géza",1904.0,1989.0,máramarossziget,beverwijk,"Frid, Géza"
8490,"Fridzeri [Fritzeri, Frizeri, Frizer, Frixer, Frixer di Frizeri], Alessandro Mario Antonio",1741.0,1825.0,verona,antwerpen,"Fridzeri, Alessandro Mario Antonio"
8497,"Friebert [Fribert, Friberth, Frieberth, Frübert], (Johann) Joseph",1724.0,1799.0,gnadendorf,passau,"Friebert, Joseph"
8507,"Fried, Oskar",1871.0,1941.0,berlin,moskva,"Fried, Oskar"
8508,"Friedheim, Arthur",1859.0,1932.0,st,new,"Friedheim, Arthur"
8513,Friedrich II,,,,,Friedrich II
8518,"Friemann, Witold",1889.0,1977.0,konin,warszawa,"Friemann, Witold"
8522,"Frigel, Pehr",1750.0,1842.0,kalmar,stockholm,"Frigel, Pehr"
8523,"Friml [Frimel; Freeman], (Charles) Rudolf [Roderick]",1879.0,1972.0,praha,los,"Friml, Rudolf"
8543,"Frischenschlager, Friedrich",1885.0,1970.0,gross,salzburg,"Frischenschlager, Friedrich"
8546,"Frischmuth, Johann Christian",1741.0,1790.0,schwabhausen,berlin,"Frischmuth, Johann Christian"
8550,"Frohlich, Johannes Frederik",1806.0,1860.0,københavn,københavn,"Frohlich, Johannes Frederik"
8554,"Fröhlich, (Franz) Joseph",1780.0,1862.0,würzburg,würzburg,"Fröhlich, Joseph"
8555,"Froidebise, Pierre (Jean Marie)",1914.0,1962.0,ohey,liège,"Froidebise, Pierre"
8557,"Frondoni, Angelo",1808.0,1891.0,pievottoville,lisboa,"Frondoni, Angelo"
8566,"Frontini, Francesco Paolo",1860.0,1939.0,catania,catania,"Frontini, Francesco Paolo"
8569,"Früh, Huldreich Georg",1903.0,1945.0,zürich,zürich,"Früh, Huldreich Georg"
8571,"Frumerie, (Per) Gunnar (Fredrik) de",1908.0,1987.0,nacka,mörby,"Frumerie, Gunnar de"
8572,"Fry, William Henry",1813.0,1864.0,philadelphia,santa,"Fry, William Henry"
8578,"Fuchs, Johann Nepomuk",1842.0,1899.0,frauenthal,vöslau,"Fuchs, Johann Nepomuk"
8579,"Fuchs, Robert",1847.0,1927.0,frauenthal,wien,"Fuchs, Robert"
8581,"Fuga, Sandro",1906.0,1994.0,magliano,torino,"Fuga, Sandro"
8584,"Fuleihan, Anis",1901.0,1970.0,kyrenia,palo,"Fuleihan, Anis"
8585,"Fumagalli, Luca",1837.0,1908.0,inzago,milano,"Fumagalli, Luca"
8586,"Fumi, Vinceslao",1823.0,1880.0,montepulciano,firenze,"Fumi, Vinceslao"
8587,"Fungoni, Papebrochio",,,,,"Fungoni, Papebrochio"
8589,"Furno, Giovanni",1748.0,1837.0,capua,napoli,"Furno, Giovanni"
8590,"Fusetto [Fusetti], Giovanni [Gian] Paolo",,1690.0,monza,udine,"Fusetto, Giovanni Paolo"
8591,"Fussell, Charles C(lement)",1938.0,1938.0,winston,winston,"Fussell, Charles C"
8592,"Füssl, Karl Heinz",1924.0,1924.0,jablonec,jablonec,"Füssl, Karl Heinz"
8594,"Fusz [Fuss], János [Johann Evangelist]",1777.0,1819.0,tolna,buda,"Fusz, János"
8600,"Futterer, Carl",1873.0,1927.0,basle,ludwigshafn,"Futterer, Carl"
8602,"Fux, Johann Joseph",1660.0,1741.0,hirtenfeld,wien,"Fux, Johann Joseph"
8623,"Gabellone [Caballone, Cabellone, Gabbelone], Gaspare",1727.0,1796.0,napoli,napoli,"Gabellone, Gaspare"
8625,"Gabichvadze, Revaz Kondrat'yevich",1913.0,1999.0,tbilisi,moskva,"Gabichvadze, Revaz Kondratyevich"
8628,"Gabold, Ingolf",1942.0,1942.0,heidelberg,heidelberg,"Gabold, Ingolf"
8629,"Gabriel, Charles H(utchinson)",1856.0,1932.0,wilton,los,"Gabriel, Charles H"
8630,"Gabriel, Mary Ann Virginia",1825.0,1877.0,barnstead,london,"Gabriel, Mary Ann Virginia"
8636,"Gabrielli, Domenico",1651.0,1690.0,bologna,bologna,"Gabrielli, Domenico"
8649,"Gabrielli,",,,conte,conte,"Gabrielli,"
8666,"Gaburo, Kenneth (Louis)",1926.0,1926.0,somerville,somerville,"Gaburo, Kenneth"
8669,"Gabussi, Vincenzo",1800.0,1846.0,bologna,london,"Gabussi, Vincenzo"
8672,"Gade, Niels (Wilhelm)",1817.0,1890.0,københavn,københavn,"Gade, Niels"
8675,"Gaelle, Meingosus [Johannes]",1752.0,1816.0,buch,maria,"Gaelle, Meingosus"
8676,"Gaetano [Majer, Kajetan]",1750.0,1792.0,warszawa,warszawa,Gaetano
8684,"Gagliano, Marco da",1582.0,1643.0,firenze,firenze,"Gagliano, Marco da"
8688,"Gaiani [Gajani], Giovanni Battista",1757.0,1819.0,bologna,bologna,"Gaiani, Giovanni Battista"
8689,Gail [,,,née,née,Gail
8693,"Gailhard, André",1885.0,1966.0,paris,paris,"Gailhard, André"
8696,"Gaito, Constantino",1878.0,1945.0,buenos,buenos,"Gaito, Constantino"
8705,"Gál [Gal], Hans",1890.0,1987.0,brunn,edinburgh,"Gál, Hans"
8710,"Galea, Emanuele",1793.0,1850.0,valletta,st,"Galea, Emanuele"
8711,"Galea, Pietro Paolo",1873.0,1930.0,senglea,zabbar,"Galea, Pietro Paolo"
8712,"Galeotti, Cesare",1872.0,1929.0,pietrasanta,paris,"Galeotti, Cesare"
8714,"Galerini, Pietro Antonio",,,,,"Galerini, Pietro Antonio"
8715,"Gal'inin, German Germanovich",1922.0,1922.0,tula,tula,"Galinin, German Germanovich"
8716,"Gall, Jan Karol",1856.0,1912.0,warszawa,lvov,"Gall, Jan Karol"
8717,"Gallenberg, (Wenzel) Robert,",1783.0,1839.0,graf,roma,"Gallenberg, Robert,"
8718,"Galli, Amintore",1845.0,1919.0,talamello,rimini,"Galli, Amintore"
8721,"Galliard, John Ernest [Johann Ernst]",1680.0,1749.0,celle,london,"Galliard, John Ernest"
8738,"Gallico, Paolo",1868.0,1955.0,trieste,new,"Gallico, Paolo"
8739,"Gallignani, Giuseppe",1851.0,1923.0,faenza,milano,"Gallignani, Giuseppe"
8744,"Gallois-Montbrun, Raymond",1915.0,1915.0,saigon,saigon,"Gallois-Montbrun, Raymond"
8745,"Gallon, Noël",1891.0,1966.0,paris,paris,"Gallon, Noël"
8746,"Galuppi, Baldassare",1706.0,1785.0,burano,venezia,"Galuppi, Baldassare"
8843,"Galván [Galbán], Ventura",,,,,"Galván, Ventura"
8846,"Gandolfi, Riccardo (Cristoforo Daniele Diomede)",1839.0,1920.0,voghera,firenze,"Gandolfi, Riccardo"
8850,"Ganelin, Vyacheslav",1944.0,1944.0,kraskovo,kraskovo,"Ganelin, Vyacheslav"
8851,"Ganne, (Gustave) Louis Gaston",1862.0,1923.0,buxières,paris,"Ganne, Louis Gaston"
8857,"Garaudé, Alexis-(Adélaide-Gabriel) de",1779.0,1852.0,nancy,paris,"Garaudé, Alexis- de"
8858,"García, Manuel (del Popolo Vicente Rodriguez)",1775.0,1775.0,sevilla,sevilla,"García, Manuel"
8864,"García Fajer, Francisco Javier",,,,,"García Fajer, Francisco Javier"
8868,"Garcia Mansilla, Eduardo",1870.0,1930.0,washington,paris,"Garcia Mansilla, Eduardo"
8870,"García Pacheco, Fabián",1725.0,1808.0,escalonilla,madrid,"García Pacheco, Fabián"
8871,"García Robles, José",1835.0,1910.0,olot,barcelona,"García Robles, José"
8876,"Gardi, Francesco",1760.0,1810.0,,,"Gardi, Francesco"
8904,"Gardner, John (Linton)",1917.0,1917.0,manchester,manchester,"Gardner, John"
8909,"Garrido, Pablo",1905.0,1982.0,valparaiso,santiago,"Garrido, Pablo"
8910,"Gaslini, Giorgio",1929.0,1929.0,milano,milano,"Gaslini, Giorgio"
8915,"Gasparini, Francesco",1668.0,1727.0,camaiore,roma,"Gasparini, Francesco"
8983,"Gasparini, Quirino",1721.0,1778.0,gandino,torino,"Gasparini, Quirino"
8985,"Gassmann, Florian Leopold",1729.0,1729.0,most,most,"Gassmann, Florian Leopold"
9006,"Gassner, Ferdinand Simon",1798.0,1851.0,wien,karlsruhe,"Gassner, Ferdinand Simon"
9008,"Gast, Peter [Köselitz, Johann Heinrich]",1854.0,1918.0,annaberg,annaberg,"Gast, Peter"
9013,"Gastaldon, Stanislas",1861.0,1939.0,torino,firenze,"Gastaldon, Stanislas"
9018,"Gastinel, Léon-Gustave-Cyprien",1823.0,1906.0,villers,fresnes,"Gastinel, Léon-Gustave-Cyprien"
9023,"Gatti, Luigi (Maria Baldassare)",1740.0,1817.0,castro,salzburg,"Gatti, Luigi"
9029,"Gatti, Theobaldo [Teobaldo] di [Théobalde]",1650.0,1727.0,firenze,paris,"Gatti, Theobaldo di"
9031,"Gatty, Nicholas Comyn",1874.0,1946.0,bradfield,london,"Gatty, Nicholas Comyn"
9037,"Gaubert, Philippe",1879.0,1941.0,cahors,paris,"Gaubert, Philippe"
9039,"Gaudio,",,,cavalier,cavalier,"Gaudio,"
9042,"Gautier, (Jean-François-)Eugène",1822.0,1878.0,vaigirard,paris,"Gautier, Eugène"
9044,"Gautier, Pierre",,,,,"Gautier, Pierre"
9046,"Gavazzeni, Gianandrea",1909.0,1996.0,bergamo,bergamo,"Gavazzeni, Gianandrea"
9047,"Gaveaux [Gavaux, Gaveau], Pierre",1760.0,1825.0,béziers,charenton,"Gaveaux, Pierre"
9081,"Gaviniès [Gaviniés, Gaviniez, Gavigniès, Gavignès, Gabignet], Pierre",1728.0,1800.0,bordeaux,paris,"Gaviniès, Pierre"
9082,"Gawronski [Rola-Gawronski], Adalbert (Wojciech)",1868.0,1910.0,sejmany,kowanónak,"Gawronski, Adalbert"
9085,"Gaztambide (y Garbayo), Joaquín (Romualdo)",1822.0,1870.0,tudela,madrid,"Gaztambide, Joaquín"
9129,"Gazzaniga, Giuseppe",1743.0,1818.0,verona,crema,"Gazzaniga, Giuseppe"
9176,"Gebel, Georg",1709.0,1753.0,brzeg,rudolstadt,"Gebel, Georg"
9177,"Gebhardt, Rio",1907.0,1944.0,heilbronn,,"Gebhardt, Rio"
9178,"Gédalge, André",1856.0,1926.0,paris,chessy,"Gédalge, André"
9183,"Gedda, Giulio Cesare",1899.0,1970.0,torino,callegno,"Gedda, Giulio Cesare"
9184,"Gedike [Goedike], Alexander (Fyodorovich)",1877.0,1957.0,moskva,moskva,"Gedike, Alexander"
9188,"Gedzhadze, Irakly",1925.0,1925.0,mtskheta,mtskheta,"Gedzhadze, Irakly"
9189,Gefors. Hans,1952.0,1952.0,stockholm,stockholm,Gefors. Hans
9191,"Gehot, [Jean] Joseph",1756.0,1820.0,brussel,usa,"Gehot, Joseph"
9192,"Geisler, Paul",1856.0,1919.0,slupsk,poznan,"Geisler, Paul"
9199,"Geissler, Fritz",1921.0,1984.0,wurzen,bad,"Geissler, Fritz"
9203,"Genée, (Franz Friedrich) Richard",1823.0,1895.0,gdansk,baden,"Genée, Richard"
9222,"Generali [Mercandetti], Pietro",1773.0,1832.0,masserano,novara,"Generali, Pietro"
9240,"Genishta, Josif Josifovich",1795.0,1853.0,moskva,moskva,"Genishta, Josif Josifovich"
9242,"Genovés y Lapetra, Tomás",1805.0,1861.0,zaragoza,burgos,"Genovés y Lapetra, Tomás"
9249,"George, Earl",1924.0,1924.0,milwaukee,milwaukee,"George, Earl"
9253,"Georges, Alexandre",1850.0,1938.0,arras,paris,"Georges, Alexandre"
9260,"Gerber, René",1908.0,1908.0,travers,travers,"Gerber, René"
9261,"Gerbic, Fran",1840.0,1917.0,cerknica,ljubljana,"Gerbic, Fran"
9263,"Gerhard, Roberto",1896.0,1970.0,valls,cambridge,"Gerhard, Roberto"
9264,"Gericke, Wilhelm",1845.0,1925.0,schwanberg,wien,"Gericke, Wilhelm"
9265,"Gerl [Görl], Franz Xaver",1764.0,1827.0,andorf,mannheim,"Gerl, Franz Xaver"
9279,"Gerlach, Theodor",1861.0,1940.0,dresden,kiel,"Gerlach, Theodor"
9283,"German [Jones, German Edward],",,,sir,sir,"German,"
9290,"German Reed, Thomas",1817.0,1888.0,bristol,london,"German Reed, Thomas"
9296,"Gershfeld, David",1911.0,1911.0,bobrinets,bobrinets,"Gershfeld, David"
9298,"Gershwin [Gershvin], George [Jacob]",1898.0,1937.0,brooklyn,los,"Gershwin, George"
9301,"Gerster, Ottmar",1897.0,1969.0,braunfels,leipzig,"Gerster, Ottmar"
9306,"Gervais, Charles-Hubert",1671.0,1744.0,paris,paris,"Gervais, Charles-Hubert"
9309,"Gestewitz, Friedrich Christoph",1753.0,1805.0,preischka,dresden,"Gestewitz, Friedrich Christoph"
9313,"Getty, Gordon",1933.0,1933.0,los,los,"Getty, Gordon"
9314,"Gevaert, François-Auguste",1828.0,1908.0,huysse,bruxelles,"Gevaert, François-Auguste"
9326,"Ghedini, Giorgio Federico",1892.0,1965.0,cuneo,nervi,"Ghedini, Giorgio Federico"
9336,"Gheluwe, Leon van",1837.0,1914.0,wanneghem,ghent,"Gheluwe, Leon van"
9337,"Gherardeschi, Filippo Maria",1738.0,1808.0,pistoia,pisa,"Gherardeschi, Filippo Maria"
9344,"Ghisi, Federico",1901.0,1975.0,shanghai,luzerna,"Ghisi, Federico"
9349,"Giacobbe, Juan Francisco",1907.0,1990.0,buenos,,"Giacobbe, Juan Francisco"
9352,"Giacobbi, Giordano",1567.0,1629.0,bologna,bologna,"Giacobbi, Giordano"
9359,"Giacomelli [Jacomelli], Geminiano",1692.0,1740.0,piacenza,loreto,"Giacomelli, Geminiano"
9379,"Giai [Giaii, Giaij, Giay], Giovanni Antonio",1690.0,1764.0,torino,torino,"Giai, Giovanni Antonio"
9394,"Gialdini, Gialdino",1843.0,1919.0,pescia,pescia,"Gialdini, Gialdino"
9400,"Gianella, Louis [Ludovico, Luigi]",1778.0,1817.0,,paris,"Gianella, Louis"
9401,"Giannetti, Giovanni",1869.0,1934.0,napoli,rio,"Giannetti, Giovanni"
9411,"Giannettini [Gianettini, Zanettini, Zannettini], Antonio",1648.0,1721.0,fano,múnchen,"Giannettini, Antonio"
9428,"Giannini, Vittorio",1903.0,1966.0,philadelphia,new,"Giannini, Vittorio"
9437,"Giarda, Luigi Stefano",1868.0,1953.0,pavia,viña,"Giarda, Luigi Stefano"
9439,"Giardini [Degiardino], Felice (de')",1716.0,1796.0,torino,moskva,"Giardini, Felice"
9444,"Gibbons, Christopher",1615.0,1676.0,london,london,"Gibbons, Christopher"
9445,"Gibbs, Cecil Armstrong",1889.0,1960.0,great,chelmsford,"Gibbs, Cecil Armstrong"
9450,"Gibelli [Gibellone], Lorenzo",1719.0,1812.0,bologna,bologna,"Gibelli, Lorenzo"
9454,"Gibert, Paul-César",1717.0,1787.0,versailles,paris,"Gibert, Paul-César"
9461,"Gideon, Miriam",1906.0,1996.0,greeley,new,"Gideon, Miriam"
9462,"Gifford, Helen (Margaret)",1935.0,1935.0,melbourne,melbourne,"Gifford, Helen"
9463,"Gilardi, Gilardo",1889.0,1963.0,san,buenos,"Gilardi, Gilardo"
9465,"Gilbert, Anthony (John)",1934.0,1934.0,london,london,"Gilbert, Anthony"
9467,"Gilbert, Henry F(ranklin Belknap)",1868.0,1868.0,somerville,somerville,"Gilbert, Henry F"
9469,"Gilbert [Winterfield, Max], Jean",1879.0,1942.0,hamburg,buenos,"Gilbert, Jean"
9477,"Gilfert, Charles H.",1787.0,1829.0,new,new,"Gilfert, Charles H."
9480,"Gille, Jacob Edvard",1814.0,1880.0,stockholm,stockholm,"Gille, Jacob Edvard"
9484,"Gilliers, Jean-Claude",1667.0,1737.0,paris,paris,"Gilliers, Jean-Claude"
9560,"Gillis, Don",1912.0,1978.0,cameron,columbi,"Gillis, Don"
9568,"Gilse, Jan van",1881.0,1944.0,rotterdam,oegstgeest,"Gilse, Jan van"
9570,"Gilson, Paul",1865.0,1942.0,bruxelles,bruxelles,"Gilson, Paul"
9576,"Giménez [Jiménez] (y Bellido), Jerónimo",1854.0,1854.0,sevilla,sevilla,"Giménez, Jerónimo"
9687,"Ginastera, Alberto (Evaristo)",1916.0,1983.0,buenos,genève,"Ginastera, Alberto"
9691,"Giner y Vidal, Salvador",1832.0,1911.0,valencia,valencia,"Giner y Vidal, Salvador"
9698,"Giordani, Carmine",1685.0,1758.0,cerreto,napoli,"Giordani, Carmine"
