opera_title	 opera_description	 date	 role	 artist	 url
L'elisir d'amore	No info	2016-05-20	Giannetta	Natalya Kochubey	http://www.spbopera.ru/en/afisha/2016-05/298-lyubovnyj-napitok
La belle Hélène	No info	2016-05-22	Ménélas, King of Sparta	Victor Aleshkov	http://www.spbopera.ru/en/afisha/2016-05/322-prekrasnaya-elena
La belle Hélène	No info	2016-05-22	Hélène, Queen of Sparta	Elena Tikhonova	http://www.spbopera.ru/en/afisha/2016-05/322-prekrasnaya-elena
La belle Hélène	No info	2016-05-22	Pâris, son of King Priam of Troy	Sergey Aleshchenko	http://www.spbopera.ru/en/afisha/2016-05/322-prekrasnaya-elena
La belle Hélène	No info	2016-05-22	Calchas, high priest of Jupiter	Vladimir Felyauer	http://www.spbopera.ru/en/afisha/2016-05/322-prekrasnaya-elena
La belle Hélène	No info	2016-05-22	Pluto, high priest of Mars	Dmitry Udi	http://www.spbopera.ru/en/afisha/2016-05/322-prekrasnaya-elena
La belle Hélène	No info	2016-05-22	Achille, King of Phthiotis		http://www.spbopera.ru/en/afisha/2016-05/322-prekrasnaya-elena
La belle Hélène	No info	2016-05-22	Parthénis, a courtesan	Izabella Bazina	http://www.spbopera.ru/en/afisha/2016-05/322-prekrasnaya-elena
La traviata	No info	2016-05-25	Violetta Valery	Evgenya Kravchenko	http://www.spbopera.ru/en/afisha/2016-05/323-traviata
La traviata	No info	2016-05-25	Alfredo Germont	Sergey Aleshchenko	http://www.spbopera.ru/en/afisha/2016-05/323-traviata
La traviata	No info	2016-05-25	Giorgio Germont, his father	Kirill Zharovin	http://www.spbopera.ru/en/afisha/2016-05/323-traviata
La traviata	No info	2016-05-25	Flora Bervoix	Anna Buslidze	http://www.spbopera.ru/en/afisha/2016-05/323-traviata
La traviata	No info	2016-05-25	Gastone de Letorières	Denis Akhmetshin	http://www.spbopera.ru/en/afisha/2016-05/323-traviata
La traviata	No info	2016-05-25	Baron Douphol	Yadgarbek Yuldashev	http://www.spbopera.ru/en/afisha/2016-05/323-traviata
La traviata	No info	2016-05-25	Marquis d’Obigny	Anton Morozov	http://www.spbopera.ru/en/afisha/2016-05/323-traviata
La traviata	No info	2016-05-25	Doctor Grenvil	Alexander Borodin	http://www.spbopera.ru/en/afisha/2016-05/323-traviata
La traviata	No info	2016-05-25	Annina	Natalya Pleshkova	http://www.spbopera.ru/en/afisha/2016-05/323-traviata
Les pêcheurs de perles	No info	2016-05-27	Nadir	Vladislav Mazankin	http://www.spbopera.ru/en/afisha/2016-05/324-iskateli-zhemchuga
Les pêcheurs de perles	No info	2016-05-27	Leila	Olesya Gordeyeva	http://www.spbopera.ru/en/afisha/2016-05/324-iskateli-zhemchuga
Les pêcheurs de perles	No info	2016-05-27	Zurga		http://www.spbopera.ru/en/afisha/2016-05/324-iskateli-zhemchuga
Les pêcheurs de perles	No info	2016-05-27	Nourabad		http://www.spbopera.ru/en/afisha/2016-05/324-iskateli-zhemchuga
World classic masterpieces	No info	2016-05-28	No info	No info	http://www.spbopera.ru/en/afisha/2016-05/347-shedevry-mirovoj-klassiki
Pagliacci	No info	2016-05-29	Canio, head of the troupe	Victor Aleshkov	http://www.spbopera.ru/en/afisha/2016-05/325-payatsy
Pagliacci	No info	2016-05-29	Nedda, Canio’s wife in love with Silvio	Valentina Fedenyova	http://www.spbopera.ru/en/afisha/2016-05/325-payatsy
Pagliacci	No info	2016-05-29	Tonio	Vasily Mikhutin	http://www.spbopera.ru/en/afisha/2016-05/325-payatsy
Pagliacci	No info	2016-05-29	Silvio, Nedda's lover	Egor Chubakov	http://www.spbopera.ru/en/afisha/2016-05/325-payatsy
Pagliacci	No info	2016-05-29	Beppe, the actor	Oleg Mitsov	http://www.spbopera.ru/en/afisha/2016-05/325-payatsy
La bohème	No info	2016-06-1	Rodolfo, a poet	Vladislav Mazankin	http://www.spbopera.ru/en/afisha/2016-06/326-bogema
La bohème	No info	2016-06-1	Marcello, a painter	Kirill Zharovin	http://www.spbopera.ru/en/afisha/2016-06/326-bogema
La bohème	No info	2016-06-1	Schaunard, a musician	Evgenij Bayev	http://www.spbopera.ru/en/afisha/2016-06/326-bogema
La bohème	No info	2016-06-1	Colline, a philosopher	Yuri Borshchev	http://www.spbopera.ru/en/afisha/2016-06/326-bogema
La bohème	No info	2016-06-1	Mimì	Sofia Nekrasova	http://www.spbopera.ru/en/afisha/2016-06/326-bogema
La bohème	No info	2016-06-1	Musetta	Evgenya Kravchenko	http://www.spbopera.ru/en/afisha/2016-06/326-bogema
La bohème	No info	2016-06-1	Benoît, a landlord	Efim Rastorguyev	http://www.spbopera.ru/en/afisha/2016-06/326-bogema
La bohème	No info	2016-06-1	Alcindoro, Musetta’s admirer		http://www.spbopera.ru/en/afisha/2016-06/326-bogema
Musical Petersburg of the XIX century	No info	2016-06-2	No info	No info	http://www.spbopera.ru/en/afisha/2016-06/327-muzykalnyj-peterburg-XIX-veka
Eugene Onegin	No info	2016-06-3	Onegin	Alexey Pashiev	http://www.spbopera.ru/en/afisha/2016-06/328-evgenij-onegin
Eugene Onegin	No info	2016-06-3	Tatyana	Tatiana Kalchenko	http://www.spbopera.ru/en/afisha/2016-06/328-evgenij-onegin
Eugene Onegin	No info	2016-06-3	Olga	Natalya Kochubey	http://www.spbopera.ru/en/afisha/2016-06/328-evgenij-onegin
Eugene Onegin	No info	2016-06-3	Lensky		http://www.spbopera.ru/en/afisha/2016-06/328-evgenij-onegin
Eugene Onegin	No info	2016-06-3	Larina	Izabella Bazina	http://www.spbopera.ru/en/afisha/2016-06/328-evgenij-onegin
Eugene Onegin	No info	2016-06-3	Filippyevna, nurse	Elena Yeremeyeva	http://www.spbopera.ru/en/afisha/2016-06/328-evgenij-onegin
Eugene Onegin	No info	2016-06-3	Trike	Denis Akhmetshin	http://www.spbopera.ru/en/afisha/2016-06/328-evgenij-onegin
Eugene Onegin	No info	2016-06-3	Gremin	Vladimir Felyauer	http://www.spbopera.ru/en/afisha/2016-06/328-evgenij-onegin
Eugene Onegin	No info	2016-06-3	Zaretsky	Anton Morozov	http://www.spbopera.ru/en/afisha/2016-06/328-evgenij-onegin
Viva Strauss!	No info	2016-06-4	No info	No info	http://www.spbopera.ru/en/afisha/2016-06/329-Viva-shtraus
Il barbiere di Siviglia	No info	2016-06-5	Figaro, barber	Dmitry Udi	http://www.spbopera.ru/en/afisha/2016-06/330-sevilskij-tsiryulnik
Il barbiere di Siviglia	No info	2016-06-5	Count Almaviva		http://www.spbopera.ru/en/afisha/2016-06/330-sevilskij-tsiryulnik
Il barbiere di Siviglia	No info	2016-06-5	Rosina, rich pupil in Bartolo’s house	Irina Skazhenik	http://www.spbopera.ru/en/afisha/2016-06/330-sevilskij-tsiryulnik
Il barbiere di Siviglia	No info	2016-06-5	Bartolo, doctor of medicine, Rosina’s guardian	Yuri Borshchev	http://www.spbopera.ru/en/afisha/2016-06/330-sevilskij-tsiryulnik
Il barbiere di Siviglia	No info	2016-06-5	Basilio, music teacher	Vladimir Felyauer	http://www.spbopera.ru/en/afisha/2016-06/330-sevilskij-tsiryulnik
Il barbiere di Siviglia	No info	2016-06-5	Fiorello, Almaviva’s servant	Egor Chubakov	http://www.spbopera.ru/en/afisha/2016-06/330-sevilskij-tsiryulnik
Il barbiere di Siviglia	No info	2016-06-5	Ambrogio, Bartolo’s servant	Denis Akhmetshin	http://www.spbopera.ru/en/afisha/2016-06/330-sevilskij-tsiryulnik
Il barbiere di Siviglia	No info	2016-06-5	Bertha, governess in Bartolo’s house	Natalya Kochubey	http://www.spbopera.ru/en/afisha/2016-06/330-sevilskij-tsiryulnik
The Night of Chamber and Symphony Music	No info	2016-06-6	No info	No info	http://www.spbopera.ru/en/afisha/2016-06/344-vecher-kamernoj-muzyki-k-dnyu-rozhdeniya-a-s-pushkina
The Night of Chamber Music	No info	2016-06-7	No info	No info	http://www.spbopera.ru/en/afisha/2016-06/345-vecher-kamernoj-muzyki
Die Fledermaus	No info	2016-06-8	Gabriel von Eisenstein	Vsevolod Kalmykov	http://www.spbopera.ru/en/afisha/2016-06/331-letuchaya-mysh
Die Fledermaus	No info	2016-06-8	Rosalinde, Eisenstein's wife	Elena Tikhonova	http://www.spbopera.ru/en/afisha/2016-06/331-letuchaya-mysh
Die Fledermaus	No info	2016-06-8	Adele, Rosalinde's maid	Karolina Shapovalova	http://www.spbopera.ru/en/afisha/2016-06/331-letuchaya-mysh
Die Fledermaus	No info	2016-06-8	Alfred	Vladislav Mazankin	http://www.spbopera.ru/en/afisha/2016-06/331-letuchaya-mysh
Die Fledermaus	No info	2016-06-8	Dr Falke, theatre director	Denis Akhmetshin	http://www.spbopera.ru/en/afisha/2016-06/331-letuchaya-mysh
Die Fledermaus	No info	2016-06-8	Dr Blind, a lawyer	Evgeny Nagovitsin	http://www.spbopera.ru/en/afisha/2016-06/331-letuchaya-mysh
Die Fledermaus	No info	2016-06-8	Prince Orlofsky		http://www.spbopera.ru/en/afisha/2016-06/331-letuchaya-mysh
Die Fledermaus	No info	2016-06-8	Frank, a prison governor	Evgenij Bayev	http://www.spbopera.ru/en/afisha/2016-06/331-letuchaya-mysh
Die Fledermaus	No info	2016-06-8	The duty of prison	Yuri Borshchev	http://www.spbopera.ru/en/afisha/2016-06/331-letuchaya-mysh
Die Fledermaus	No info	2016-06-8	Forester	Anton Morozov	http://www.spbopera.ru/en/afisha/2016-06/331-letuchaya-mysh
Die Fledermaus	No info	2016-06-8	The Thunderer		http://www.spbopera.ru/en/afisha/2016-06/331-letuchaya-mysh
Vienna Melodies	No info	2016-06-9	No info	No info	http://www.spbopera.ru/en/afisha/2016-06/332-venskie-melodii
Les pêcheurs de perles	No info	2016-06-10	Nadir	Sergey Aleshchenko	http://www.spbopera.ru/en/afisha/2016-06/348-iskateli-zhemchuga
Les pêcheurs de perles	No info	2016-06-10	Leila	Evgenya Kravchenko	http://www.spbopera.ru/en/afisha/2016-06/348-iskateli-zhemchuga
Les pêcheurs de perles	No info	2016-06-10	Zurga	Kirill Zharovin	http://www.spbopera.ru/en/afisha/2016-06/348-iskateli-zhemchuga
Les pêcheurs de perles	No info	2016-06-10	Nourabad	Vladimir Felyauer	http://www.spbopera.ru/en/afisha/2016-06/348-iskateli-zhemchuga
La traviata	No info	2016-06-11	Violetta Valéry	Olesya Gordeyeva	http://www.spbopera.ru/en/afisha/2016-06/333-traviata
La traviata	No info	2016-06-11	Alfredo Germont	Vladislav Mazankin	http://www.spbopera.ru/en/afisha/2016-06/333-traviata
La traviata	No info	2016-06-11	Giorgio Germont, his father	Alexey Pashiev	http://www.spbopera.ru/en/afisha/2016-06/333-traviata
La traviata	No info	2016-06-11	Flora Bervoix	Natalya Kochubey	http://www.spbopera.ru/en/afisha/2016-06/333-traviata
La traviata	No info	2016-06-11	Gastone de Letorières	Denis Akhmetshin	http://www.spbopera.ru/en/afisha/2016-06/333-traviata
La traviata	No info	2016-06-11	Baron Douphol	Dmitry Udi	http://www.spbopera.ru/en/afisha/2016-06/333-traviata
La traviata	No info	2016-06-11	Marquis d’Obigny	Yuri Borshchev	http://www.spbopera.ru/en/afisha/2016-06/333-traviata
La traviata	No info	2016-06-11	Doctor Grenvil	Alexander Borodin	http://www.spbopera.ru/en/afisha/2016-06/333-traviata
La traviata	No info	2016-06-11	Annina	Natalya Pleshkova	http://www.spbopera.ru/en/afisha/2016-06/333-traviata
World classic masterpieces	No info	2016-06-12	No info	No info	http://www.spbopera.ru/en/afisha/2016-06/334-shedevry-mirovoj-klassiki
Die Fledermaus	No info	2016-06-15	Gabriel von Eisenstein	Sergey Aleshchenko	http://www.spbopera.ru/en/afisha/2016-06/314-letuchaya-mysh
Die Fledermaus	No info	2016-06-15	Rosalinde, Eisenstein's wife	Evgenia Muraviova	http://www.spbopera.ru/en/afisha/2016-06/314-letuchaya-mysh
Die Fledermaus	No info	2016-06-15	Adele, Rosalinde's maid	Karolina Shapovalova	http://www.spbopera.ru/en/afisha/2016-06/314-letuchaya-mysh
Die Fledermaus	No info	2016-06-15	Alfred		http://www.spbopera.ru/en/afisha/2016-06/314-letuchaya-mysh
Die Fledermaus	No info	2016-06-15	Dr Falke, theatre director	Dmitry Udi	http://www.spbopera.ru/en/afisha/2016-06/314-letuchaya-mysh
Die Fledermaus	No info	2016-06-15	Dr Blind, a lawyer	Denis Akhmetshin	http://www.spbopera.ru/en/afisha/2016-06/314-letuchaya-mysh
Die Fledermaus	No info	2016-06-15	Prince Orlofsky	Egor Chubakov	http://www.spbopera.ru/en/afisha/2016-06/314-letuchaya-mysh
Die Fledermaus	No info	2016-06-15	Frank, a prison governor	Victor Aleshkov	http://www.spbopera.ru/en/afisha/2016-06/314-letuchaya-mysh
Die Fledermaus	No info	2016-06-15	The duty of prison	Yuri Borshchev	http://www.spbopera.ru/en/afisha/2016-06/314-letuchaya-mysh
Die Fledermaus	No info	2016-06-15	Forester	Anton Morozov	http://www.spbopera.ru/en/afisha/2016-06/314-letuchaya-mysh
Die Fledermaus	No info	2016-06-15	The Thunderer		http://www.spbopera.ru/en/afisha/2016-06/314-letuchaya-mysh
Viva Mozart!	No info	2016-06-16	No info	No info	http://www.spbopera.ru/en/afisha/2016-06/315-Viva-motsart
Cavalleria rusticana	No info	2016-06-17	Turiddu, a young villager	Victor Aleshkov	http://www.spbopera.ru/en/afisha/2016-06/316-selskaya-chest
Cavalleria rusticana	No info	2016-06-17	Santuzza, a peasant girl	Elena Tikhonova	http://www.spbopera.ru/en/afisha/2016-06/316-selskaya-chest
Cavalleria rusticana	No info	2016-06-17	Lucia, Turiddu’s mother	Elena Yeremeyeva	http://www.spbopera.ru/en/afisha/2016-06/316-selskaya-chest
Cavalleria rusticana	No info	2016-06-17	Alfio, a carter	Yuri Borshchev	http://www.spbopera.ru/en/afisha/2016-06/316-selskaya-chest
Cavalleria rusticana	No info	2016-06-17	Lola, his wife	Natalya Kochubey	http://www.spbopera.ru/en/afisha/2016-06/316-selskaya-chest
Cavalleria rusticana	No info	2016-06-17	Pastor	Alexander Borodin	http://www.spbopera.ru/en/afisha/2016-06/316-selskaya-chest
Opera Gala	No info	2016-06-18	No info	No info	http://www.spbopera.ru/en/afisha/2016-06/317-dvortsovaya-feeriya
Tosca	No info	2016-06-19	Floria Tosca, a celebrated singer	Tatiana Kalchenko	http://www.spbopera.ru/en/afisha/2016-06/335-toska
Tosca	No info	2016-06-19	Mario Cavaradossi, a painter	Sergey Aleshchenko	http://www.spbopera.ru/en/afisha/2016-06/335-toska
Tosca	No info	2016-06-19	Baron Scarpia, chief of police		http://www.spbopera.ru/en/afisha/2016-06/335-toska
Tosca	No info	2016-06-19	Cesare Angelotti	Anton Morozov	http://www.spbopera.ru/en/afisha/2016-06/335-toska
Tosca	No info	2016-06-19	A Sacristan	Efim Rastorguyev	http://www.spbopera.ru/en/afisha/2016-06/335-toska
Tosca	No info	2016-06-19	Spoletta, a police agent	Oleg Mitsov	http://www.spbopera.ru/en/afisha/2016-06/335-toska
Tosca	No info	2016-06-19	Sciarrone, another agent	Alexander Borodin	http://www.spbopera.ru/en/afisha/2016-06/335-toska
Tosca	No info	2016-06-19	A Jailer	Alexander Borodin	http://www.spbopera.ru/en/afisha/2016-06/335-toska
Tosca	No info	2016-06-19	A lame girl	Evdokia Malevskaya	http://www.spbopera.ru/en/afisha/2016-06/335-toska
Eugene Onegin	No info	2016-06-22	Onegin	Alexey Pashiev	http://www.spbopera.ru/en/afisha/2016-06/382-evgenij-onegin
Eugene Onegin	No info	2016-06-22	Tatyana	Evgenia Muraviova	http://www.spbopera.ru/en/afisha/2016-06/382-evgenij-onegin
Eugene Onegin	No info	2016-06-22	Olga	Natalya Kochubey	http://www.spbopera.ru/en/afisha/2016-06/382-evgenij-onegin
Eugene Onegin	No info	2016-06-22	Lensky	Evgeny Nagovitsin	http://www.spbopera.ru/en/afisha/2016-06/382-evgenij-onegin
Eugene Onegin	No info	2016-06-22	Larina	Izabella Bazina	http://www.spbopera.ru/en/afisha/2016-06/382-evgenij-onegin
Eugene Onegin	No info	2016-06-22	Filippyevna, nurse	Elena Yeremeyeva	http://www.spbopera.ru/en/afisha/2016-06/382-evgenij-onegin
Eugene Onegin	No info	2016-06-22	Trike	Oleg Mitsov	http://www.spbopera.ru/en/afisha/2016-06/382-evgenij-onegin
Eugene Onegin	No info	2016-06-22	Gremin		http://www.spbopera.ru/en/afisha/2016-06/382-evgenij-onegin
Eugene Onegin	No info	2016-06-22	Zaretsky	Efim Rastorguyev	http://www.spbopera.ru/en/afisha/2016-06/382-evgenij-onegin
Evergreens of the past	No info	2016-06-23	No info	No info	http://www.spbopera.ru/en/afisha/2016-06/337-lyubimye-melodii-proshlyh-let
Eugene Onegin	No info	2016-06-24	Onegin	Egor Chubakov	http://www.spbopera.ru/en/afisha/2016-06/338-evgenij-onegin
Eugene Onegin	No info	2016-06-24	Tatyana	Valentina Fedenyova	http://www.spbopera.ru/en/afisha/2016-06/338-evgenij-onegin
Eugene Onegin	No info	2016-06-24	Olga	Larisa Pominova	http://www.spbopera.ru/en/afisha/2016-06/338-evgenij-onegin
Eugene Onegin	No info	2016-06-24	Lensky	Evgeny Nagovitsin	http://www.spbopera.ru/en/afisha/2016-06/338-evgenij-onegin
Eugene Onegin	No info	2016-06-24	Lensky	Natalya Kochubey	http://www.spbopera.ru/en/afisha/2016-06/338-evgenij-onegin
Eugene Onegin	No info	2016-06-24	Filippyevna, nurse	Elena Yeremeyeva	http://www.spbopera.ru/en/afisha/2016-06/338-evgenij-onegin
Eugene Onegin	No info	2016-06-24	Trike	Denis Akhmetshin	http://www.spbopera.ru/en/afisha/2016-06/338-evgenij-onegin
Eugene Onegin	No info	2016-06-24	Gremin		http://www.spbopera.ru/en/afisha/2016-06/338-evgenij-onegin
Eugene Onegin	No info	2016-06-24	Zaretsky	Efim Rastorguyev	http://www.spbopera.ru/en/afisha/2016-06/338-evgenij-onegin
Don Giovanni	No info	2016-06-25	Don Giovanni	Kirill Zharovin	http://www.spbopera.ru/en/afisha/2016-06/339-don-zhuan
Don Giovanni	No info	2016-06-25	Donna Anna	Olesya Gordeyeva	http://www.spbopera.ru/en/afisha/2016-06/339-don-zhuan
Don Giovanni	No info	2016-06-25	Il Commendatore		http://www.spbopera.ru/en/afisha/2016-06/339-don-zhuan
Don Giovanni	No info	2016-06-25	Don Ottavio	Sergey Aleshchenko	http://www.spbopera.ru/en/afisha/2016-06/339-don-zhuan
Don Giovanni	No info	2016-06-25	Donna Elvira	Sofia Nekrasova	http://www.spbopera.ru/en/afisha/2016-06/339-don-zhuan
Don Giovanni	No info	2016-06-25	Leporello	Vladimir Felyauer	http://www.spbopera.ru/en/afisha/2016-06/339-don-zhuan
Don Giovanni	No info	2016-06-25	Mazetto	Anton Morozov	http://www.spbopera.ru/en/afisha/2016-06/339-don-zhuan
Don Giovanni	No info	2016-06-25	Zerlina	Natalya Kochubey	http://www.spbopera.ru/en/afisha/2016-06/339-don-zhuan
Don Giovanni	No info	2016-06-25	Donna Elvira’s maid	Natalya Pleshkova	http://www.spbopera.ru/en/afisha/2016-06/339-don-zhuan
Not Only Love	No info	2016-06-26	Varvara Vasilyevna	Larisa Pominova	http://www.spbopera.ru/en/afisha/2016-06/349-ne-tolko-lyubov
Not Only Love	No info	2016-06-26	Volodya Gavrilov	Vladislav Mazankin	http://www.spbopera.ru/en/afisha/2016-06/349-ne-tolko-lyubov
Not Only Love	No info	2016-06-26	Fedot Petrovich	Anton Morozov	http://www.spbopera.ru/en/afisha/2016-06/349-ne-tolko-lyubov
Not Only Love	No info	2016-06-26	Natasha	Elena Tikhonova	http://www.spbopera.ru/en/afisha/2016-06/349-ne-tolko-lyubov
Not Only Love	No info	2016-06-26	Ivan Trofimov	Yuri Borshchev	http://www.spbopera.ru/en/afisha/2016-06/349-ne-tolko-lyubov
Not Only Love	No info	2016-06-26	Mishka		http://www.spbopera.ru/en/afisha/2016-06/349-ne-tolko-lyubov
Not Only Love	No info	2016-06-26	Grishka	Denis Akhmetshin	http://www.spbopera.ru/en/afisha/2016-06/349-ne-tolko-lyubov
Not Only Love	No info	2016-06-26	The girl with high voice	Olesya Gordeyeva	http://www.spbopera.ru/en/afisha/2016-06/349-ne-tolko-lyubov
Not Only Love	No info	2016-06-26	Katerina	Natalya Kochubey	http://www.spbopera.ru/en/afisha/2016-06/349-ne-tolko-lyubov
Not Only Love	No info	2016-06-26	Kondurushkin	Vladimir Felyauer	http://www.spbopera.ru/en/afisha/2016-06/349-ne-tolko-lyubov
Not Only Love	No info	2016-06-26	Anyutka	Karolina Shapovalova	http://www.spbopera.ru/en/afisha/2016-06/349-ne-tolko-lyubov
Not Only Love	No info	2016-06-26	Young man	Egor Chubakov	http://www.spbopera.ru/en/afisha/2016-06/349-ne-tolko-lyubov
Pietro il Grande zar di tutte le Russie	No info	2016-06-29	Peter the Great	Yuri Borshchev	http://www.spbopera.ru/en/afisha/2016-06/340-petr-I-ili-neveroyatnye-priklyucheniya-russkogo-tsarya
Pietro il Grande zar di tutte le Russie	No info	2016-06-29	Catherine I, his wife	Elena Tikhonova	http://www.spbopera.ru/en/afisha/2016-06/340-petr-I-ili-neveroyatnye-priklyucheniya-russkogo-tsarya
Pietro il Grande zar di tutte le Russie	No info	2016-06-29	Carlo Scavronski, carpenter of Livonia		http://www.spbopera.ru/en/afisha/2016-06/340-petr-I-ili-neveroyatnye-priklyucheniya-russkogo-tsarya
Pietro il Grande zar di tutte le Russie	No info	2016-06-29	Annetta	Karolina Shapovalova	http://www.spbopera.ru/en/afisha/2016-06/340-petr-I-ili-neveroyatnye-priklyucheniya-russkogo-tsarya
Pietro il Grande zar di tutte le Russie	No info	2016-06-29	Madama Fritz	Irina Skazhenik	http://www.spbopera.ru/en/afisha/2016-06/340-petr-I-ili-neveroyatnye-priklyucheniya-russkogo-tsarya
Pietro il Grande zar di tutte le Russie	No info	2016-06-29	Magistrate	Anton Morozov	http://www.spbopera.ru/en/afisha/2016-06/340-petr-I-ili-neveroyatnye-priklyucheniya-russkogo-tsarya
Pietro il Grande zar di tutte le Russie	No info	2016-06-29	Firman Trombest	Denis Akhmetshin	http://www.spbopera.ru/en/afisha/2016-06/340-petr-I-ili-neveroyatnye-priklyucheniya-russkogo-tsarya
Masterpieces of operetta. Concert of the St. Petersburg Chamber Opera soloists	No info	2016-06-30	No info	No info	http://www.spbopera.ru/en/afisha/2016-06/341-shedevry-operetty-kontsert-solistov-teatra-sankt-peterburg-opera
Les pêcheurs de perles	No info	2016-07-1	Nadir	Damir Zаkirov	http://www.spbopera.ru/en/afisha/2016-07/350-iskateli-zhemchuga
Les pêcheurs de perles	No info	2016-07-1	Leila	Svetlana Arzumanova	http://www.spbopera.ru/en/afisha/2016-07/350-iskateli-zhemchuga
Les pêcheurs de perles	No info	2016-07-1	Zurga	Kirill Zharovin	http://www.spbopera.ru/en/afisha/2016-07/350-iskateli-zhemchuga
Les pêcheurs de perles	No info	2016-07-1	Nourabad		http://www.spbopera.ru/en/afisha/2016-07/350-iskateli-zhemchuga
La belle Hélène	No info	2016-07-2	Ménélas, King of Sparta	Victor Aleshkov	http://www.spbopera.ru/en/afisha/2016-07/351-prekrasnaya-elena
La belle Hélène	No info	2016-07-2	Hélène, Queen of Sparta	Valentina Fedenyova	http://www.spbopera.ru/en/afisha/2016-07/351-prekrasnaya-elena
La belle Hélène	No info	2016-07-2	Pâris, son of King Priam of Troy	Sergey Aleshchenko	http://www.spbopera.ru/en/afisha/2016-07/351-prekrasnaya-elena
La belle Hélène	No info	2016-07-2	Calchas, high priest of Jupiter	Evgenij Bayev	http://www.spbopera.ru/en/afisha/2016-07/351-prekrasnaya-elena
La belle Hélène	No info	2016-07-2	Pluto, high priest of Mars	Dmitry Udi	http://www.spbopera.ru/en/afisha/2016-07/351-prekrasnaya-elena
La belle Hélène	No info	2016-07-2	Achille, King of Phthiotis		http://www.spbopera.ru/en/afisha/2016-07/351-prekrasnaya-elena
La belle Hélène	No info	2016-07-2	Parthénis, a courtesan	Izabella Bazina	http://www.spbopera.ru/en/afisha/2016-07/351-prekrasnaya-elena
The familiar melodies of Italy	No info	2016-07-6	No info	No info	http://www.spbopera.ru/en/afisha/2016-07/364-znakomye-melodii-italii
Musical Petersburg of the XIX century	No info	2016-07-7	No info	No info	http://www.spbopera.ru/en/afisha/2016-07/352-muzykalnyj-peterburg-XIX-veka
The Night of Russian Romances	No info	2016-07-8	No info	No info	http://www.spbopera.ru/en/afisha/2016-07/353-vecher-russkogo-romansa
Great Soviet pop music	No info	2016-07-9	No info	No info	http://www.spbopera.ru/en/afisha/2016-07/365-velikaya-muzyka-sovetskoj-estrady
Paris Mysteries	No info	2016-07-10	No info	No info	http://www.spbopera.ru/en/afisha/2016-07/354-parizhskie-tajny
An evening of romantic music	No info	2016-07-12	No info	No info	http://www.spbopera.ru/en/afisha/2016-07/383-vecher-romanticheskoj-muzyki
Pagliacci	No info	2016-07-13	Canio, head of the troupe	Vsevolod Kalmykov	http://www.spbopera.ru/en/afisha/2016-07/355-payatsy
Pagliacci	No info	2016-07-13	Nedda, Canio’s wife in love with Silvio	Sofia Nekrasova	http://www.spbopera.ru/en/afisha/2016-07/355-payatsy
Pagliacci	No info	2016-07-13	Тonio	Vasily Mikhutin	http://www.spbopera.ru/en/afisha/2016-07/355-payatsy
Pagliacci	No info	2016-07-13	Silvio, Nedda’s lover	Egor Chubakov	http://www.spbopera.ru/en/afisha/2016-07/355-payatsy
Pagliacci	No info	2016-07-13	Beppe, the actor	Vladislav Mazankin	http://www.spbopera.ru/en/afisha/2016-07/355-payatsy
Musical Petersburg of the XIX century	No info	2016-07-14	No info	No info	http://www.spbopera.ru/en/afisha/2016-07/356-muzykalnyj-peterburg-XIX-veka
Cavalleria rusticana	No info	2016-07-15	Turiddu, a young villager	Victor Aleshkov	http://www.spbopera.ru/en/afisha/2016-07/357-selskaya-chest
Cavalleria rusticana	No info	2016-07-15	Santuzza, a peasant girl	Anna Buslidze	http://www.spbopera.ru/en/afisha/2016-07/357-selskaya-chest
Cavalleria rusticana	No info	2016-07-15	Lucia, Turiddu’s mother	Elena Yeremeyeva	http://www.spbopera.ru/en/afisha/2016-07/357-selskaya-chest
Cavalleria rusticana	No info	2016-07-15	Alfio, a carter	Yadgarbek Yuldashev	http://www.spbopera.ru/en/afisha/2016-07/357-selskaya-chest
Cavalleria rusticana	No info	2016-07-15	Lola, his wife	Sofia Nekrasova	http://www.spbopera.ru/en/afisha/2016-07/357-selskaya-chest
Cavalleria rusticana	No info	2016-07-15	Pastor	Alexander Borodin	http://www.spbopera.ru/en/afisha/2016-07/357-selskaya-chest
L'elisir d'amore	No info	2016-07-16	Nemorino		http://www.spbopera.ru/en/afisha/2016-07/358-lyubovnyj-napitok
L'elisir d'amore	No info	2016-07-16	Adina	Karolina Shapovalova	http://www.spbopera.ru/en/afisha/2016-07/358-lyubovnyj-napitok
L'elisir d'amore	No info	2016-07-16	Belcore	Alexey Pashiev	http://www.spbopera.ru/en/afisha/2016-07/358-lyubovnyj-napitok
L'elisir d'amore	No info	2016-07-16	Dulcamara		http://www.spbopera.ru/en/afisha/2016-07/358-lyubovnyj-napitok
L'elisir d'amore	No info	2016-07-16	Giannetta	Natalya Kochubey	http://www.spbopera.ru/en/afisha/2016-07/358-lyubovnyj-napitok
Die Fledermaus	No info	2016-07-17	Gabriel von Eisenstein	Vsevolod Kalmykov	http://www.spbopera.ru/en/afisha/2016-07/359-letuchaya-mysh
Die Fledermaus	No info	2016-07-17	Rosalinde, Eisenstein's wife	Elena Tikhonova	http://www.spbopera.ru/en/afisha/2016-07/359-letuchaya-mysh
